PeakID (cmd=annotatePeaks.pl siBAZ2B_raw_MACS2_Unique_Ctrl.narrowPeak hg19),Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
siBAZ2B_3_peak_7551,chr7,100143280,100143827,+,52,NA,"intron (NM_006076, intron 1 of 11)","intron (NM_006076, intron 1 of 11)",6727,NM_006076,3268,,NM_006076,ENSG00000106351,AGFG2,HRBL|RABR,ArfGAP with FG repeats 2,protein-coding
siBAZ2B_3_peak_631,chr1,202074773,202075071,+,52,NA,Intergenic,Intergenic,-17123,NM_004767,9283,,NM_004767,ENSG00000170075,GPR37L1,ET(B)R-LP-2|ETBR-LP-2|ETBRLP2,G protein-coupled receptor 37 like 1,protein-coding
siBAZ2B_3_peak_5439,chr20,39765781,39766130,+,52,NA,promoter-TSS (NM_002660),promoter-TSS (NM_002660),-228,NM_002660,5335,,NM_002660,ENSG00000124181,PLCG1,IDAA|NCKAP3|PLC-II|PLC1|PLC148|PLCgamma1,phospholipase C gamma 1,protein-coding
siBAZ2B_3_peak_7411,chr7,44887456,44887990,+,52,NA,promoter-TSS (NM_012412),promoter-TSS (NM_012412),2,NM_138635,94239,,NM_012412,ENSG00000105968,H2AZ2,H2A.Z-2|H2AFV|H2AV,H2A.Z variant histone 2,protein-coding
siBAZ2B_3_peak_7160,chr6_cox_hap2,2197181,2197560,+,52,NA,promoter-TSS (NM_014641).5,promoter-TSS (NM_014641).5,-243,NM_014641,9656,,NM_014641,ENSG00000137337,MDC 1.00,NFBD1,mediator of DNA damage checkpoint 1,protein-coding
siBAZ2B_3_peak_2768,chr15,78832775,78833103,+,52,NA,promoter-TSS (NM_001330676),promoter-TSS (NM_001330676),-89,NM_001330676,5685,,NM_002789,ENSG00000041357,PSMA4,HC9|HsT17706|PSC9,proteasome 20S subunit alpha 4,protein-coding
siBAZ2B_3_peak_8691,chrX,54070751,54071304,+,52,NA,promoter-TSS (NM_015107),promoter-TSS (NM_015107),-121,NM_015107,23133,,NM_015107,ENSG00000172943,PHF8,JHDM1F|KDM7B|MRXSSD|ZNF422,PHD finger protein 8,protein-coding
siBAZ2B_3_peak_7527,chr7,97881479,97881900,+,52,NA,promoter-TSS (NM_015395),promoter-TSS (NM_015395),-145,NM_015395,25851,,NM_015395,ENSG00000205356,TECPR1,-,tectonin beta-propeller repeat containing 1,protein-coding
siBAZ2B_3_peak_6336,chr4,106394690,106395591,+,52,NA,promoter-TSS (NM_006903),promoter-TSS (NM_006903),79,NM_176869,27068,,NM_006903,ENSG00000138777,PPA2,HSPC124|SCFAI|SCFI|SID6-306,inorganic pyrophosphatase 2,protein-coding
siBAZ2B_3_peak_1437,chr11,64781203,64782035,+,52,NA,promoter-TSS (NR_037650),promoter-TSS (NR_037650),-13,NM_001667,402,,NM_001667,ENSG00000213465,ARL 2.00,ARFL2|MRCS1,ADP ribosylation factor like GTPase 2,protein-coding
siBAZ2B_3_peak_3886,chr17_gl000205_random,33810,34108,+,52,NA,Intergenic,Intergenic,-82664,NR_003682,403340,,NR_003682,,MGC70870,-,C-terminal binding protein 2 pseudogene,pseudo
siBAZ2B_3_peak_3274,chr16,89882820,89883453,+,52,NA,promoter-TSS (NM_000135),promoter-TSS (NM_000135),-81,NM_001018112,2175,,NM_000135,ENSG00000187741,FANCA,FA|FA-H|FA1|FAA|FACA|FAH|FANCH,FA complementation group A,protein-coding
siBAZ2B_3_peak_8643,chrX,43513856,43514156,+,52,NA,promoter-TSS (NM_001270458),promoter-TSS (NM_001270458),-149,NM_001270458,4128,,NM_000240,ENSG00000189221,MAOA,BRNRS|MAO-A,monoamine oxidase A,protein-coding
siBAZ2B_3_peak_4798,chr2,54557646,54558146,+,52,NA,promoter-TSS (NM_001100396),promoter-TSS (NM_001100396),-125,NM_001100396,129852,,NM_173486,ENSG00000177994,C2orf73,-,chromosome 2 open reading frame 73,protein-coding
siBAZ2B_3_peak_5590,chr21,44846789,44847529,+,52,NA,promoter-TSS (NM_001320643),promoter-TSS (NM_001320643),-148,NM_173354,150094,,NM_173354,ENSG00000142178,SIK1,DEE30|MSK|SIK|SIK-1|SIK1B|SNF1LK,salt inducible kinase 1,protein-coding
siBAZ2B_3_peak_804,chr10,3827312,3827886,+,52,NA,promoter-TSS (NR_027653),promoter-TSS (NR_027653),-126,NM_001160125,1316,,NM_001300,ENSG00000067082,KLF6,BCD1|CBA1|COPEB|CPBP|GBF|PAC1|ST12|ZF9,KLF transcription factor 6,protein-coding
siBAZ2B_3_peak_553,chr1,169455053,169455434,+,52,NA,promoter-TSS (NM_001319667),promoter-TSS (NM_001319667),-35,NM_001319667,10560,,NM_006996,ENSG00000117479,SLC19A2,TC1|THMD1|THT1|THTR1|TRMA,solute carrier family 19 member 2,protein-coding
siBAZ2B_3_peak_5119,chr2,183580674,183581254,+,52,NA,promoter-TSS (NM_018981),promoter-TSS (NM_018981),-20,NM_001271581,54431,,NM_018981,ENSG00000077232,DNAJC10,ERdj5|JPDI|MTHr|PDIA19,DnaJ heat shock protein family (Hsp40) member C10,protein-coding
siBAZ2B_3_peak_8241,chr9,66493668,66494493,+,52,NA,promoter-TSS (NR_135128),promoter-TSS (NR_135128),90,NR_135128,100132249,,NR_135128,,LOC100132249,-,uncharacterized LOC100132249,ncRNA
siBAZ2B_3_peak_277,chr1,62901918,62902544,+,51,NA,promoter-TSS (NM_003368),promoter-TSS (NM_003368),256,NM_001017416,7398,,NM_003368,ENSG00000162607,USP1,UBP,ubiquitin specific peptidase 1,protein-coding
siBAZ2B_3_peak_3327,chr17,4890521,4890907,+,51,NA,promoter-TSS (NM_001171168),promoter-TSS (NM_001171168),42,NM_001171168,23125,,NM_015099,ENSG00000108509,CAMTA2,-,calmodulin binding transcription activator 2,protein-coding
siBAZ2B_3_peak_4892,chr2,74942394,74942785,+,51,NA,Intergenic,CpG,61215,NM_001271661,10505,,NM_004263,ENSG00000135622,SEMA4F,M-SEMA|PRO2353|S4F|SEMAM|SEMAW|m-Sema-M,ssemaphorin 4F,protein-coding
siBAZ2B_3_peak_1141,chr10,127407840,127408142,+,51,NA,promoter-TSS (NR_033847),promoter-TSS (NR_033847),71,NR_033847,399821,,NM_207425,ENSG00000224023,EDRF1-DT,-,EDRF1 divergent transcript,ncRNA
siBAZ2B_3_peak_979,chr10,82189388,82189686,+,51,NA,"intron (NM_032333, intron 5 of 5)","intron (NM_032333, intron 5 of 5)",15948,NM_001243782,84293,,NM_032333,ENSG00000122378,PRXL2A,Adrx|C10orf58|FAM213A|PAMM,peroxiredoxin like 2A,protein-coding
siBAZ2B_3_peak_5984,chr3,101567969,101568331,+,51,NA,promoter-TSS (NM_031419),promoter-TSS (NM_031419),-208,NM_031419,64332,,NM_031419,ENSG00000144802,NFKBIZ,I-kappa-B-zeta|IKBZ|INAP|IkappaB-zeta|MAIL|ikB-zeta|ikappaBzeta,NFKB inhibitor zeta,protein-coding
siBAZ2B_3_peak_7082,chr6,127840114,127840492,+,51,NA,promoter-TSS (NM_001012279),promoter-TSS (NM_001012279),-134,NM_001012279,387104,,NM_001012279,ENSG00000214338,MTCL3,C6orf174|SOGA3|dJ403A15.3,MTCL family member 3,protein-coding
siBAZ2B_3_peak_6321,chr4,87927986,87928284,+,51,NA,promoter-TSS (NM_001313959),promoter-TSS (NM_001313959),-5,NM_001313959,4299,,NM_005935,ENSG00000172493,AFF1,AF4|FEL|MLLT2|PBM1,ALF transcription elongation factor 1,protein-coding
siBAZ2B_3_peak_5637,chr22,20850053,20850593,+,51,NA,promoter-TSS (NR_033825),promoter-TSS (NR_033825),-241,NR_033825,84861,,NM_032775,ENSG00000099910,KLHL22,KELCHL,kelch like family member 22,protein-coding
siBAZ2B_3_peak_8322,chr9,100745118,100745791,+,51,NA,promoter-TSS (NM_006401),promoter-TSS (NM_006401),-169,NM_006401,10541,,NM_006401,ENSG00000136938,ANP32B,APRIL|PHAPI2|SSP29,acidic nuclear phosphoprotein 32 family member B,protein-coding
siBAZ2B_3_peak_7400,chr7,44008152,44008450,+,51,NA,"intron (NR_003655, intron 10 of 15)","intron (NR_003655, intron 10 of 15)",-29166,NM_001378423,285955,,NM_175064,ENSG00000136206,SPDYE1,Ringo1|SPDYB2L2|SPDYE|WBSCR19,speedy/RINGO cell cycle regulator family member E1,protein-coding
siBAZ2B_3_peak_3914,chr18,18518841,18519530,+,51,NA,Intergenic,ALR/Alpha|Satellite|centr,172589,NM_005406,6093,,NM_005406,ENSG00000067900,ROCK1,P160ROCK|ROCK-I,Rho associated coiled-coil containing protein kinase 1,protein-coding
siBAZ2B_3_peak_1731,chr12,7592640,7592948,+,51,NA,"intron (NM_174941, intron 2 of 19)",CpG,3955,NM_174941,283316,,NM_174941,ENSG00000177675,CD163L1,CD163B|M160|SCARI2|STAR|WC1,CD163 molecule like 1,protein-coding
siBAZ2B_3_peak_3093,chr16,31454103,31454551,+,51,NA,promoter-TSS (NM_001136509),promoter-TSS (NM_001136509),154,NM_001353381,283933,,NM_001136509,ENSG00000176723,ZNF843,-,zinc finger protein 843,protein-coding
siBAZ2B_3_peak_6361,chr4,123843864,123844162,+,51,NA,promoter-TSS (NM_145207),promoter-TSS (NM_145207),110,NM_198041,11162,,NM_007083,ENSG00000170917,NUDT6,ASFGF2|FGF-AS|FGF2AS|GFG-1|GFG1,nudix hydrolase 6,protein-coding
siBAZ2B_3_peak_8601,chrX,13752573,13753105,+,51,NA,promoter-TSS (NM_003611),promoter-TSS (NM_003611),7,NM_001330210,8481,,NM_003611,ENSG00000046651,OFD1,71-7A|CXorf5|JBTS10|RP23|SGBS2,OFD1 centriole and centriolar satellite protein,protein-coding
siBAZ2B_3_peak_7760,chr8,11315289,11315744,+,51,NA,"intron (NM_053279, intron 1 of 2)",L2c|LINE|L2,8746,NM_053279,83648,,NM_053279,ENSG00000154319,FAM167A,C8orf13|D8S265|DIORA-1,family with sequence similarity 167 member A,protein-coding
siBAZ2B_3_peak_2435,chr14,77385070,77385440,+,51,NA,Intergenic,Intergenic,-40726,NR_133913,105370578,,NR_133913,ENSG00000258602,LINC01629,linc-KIAA1737-2,long intergenic non-protein coding RNA 1629,ncRNA
siBAZ2B_3_peak_6416,chr4,178231005,178231319,+,51,NA,"exon (NM_018248, exon 1 of 10)","exon (NM_018248, exon 1 of 10)",134,NM_018248,55247,,NM_018248,ENSG00000109674,NEIL3,FGP2|FPG2|NEI3|ZGRF3|hFPG2|hNEI3,nei like DNA glycosylase 3,protein-coding
siBAZ2B_3_peak_370,chr1,120190661,120190959,+,51,NA,promoter-TSS (NM_001080470),promoter-TSS (NM_001080470),79,NM_001080470,90874,,NM_138366,ENSG00000143067,ZNF697,-,zinc finger protein 697,protein-coding
siBAZ2B_3_peak_3352,chr17,7340254,7340674,+,51,NA,"exon (NM_001320444, exon 2 of 2)","exon (NM_001320444, exon 2 of 2)",-1153,NR_130156,2256,,NM_004112,ENSG00000161958,FGF11,FGF-11|FHF-3|FHF3,fibroblast growth factor 11,protein-coding
siBAZ2B_3_peak_5164,chr2,203499339,203499942,+,51,NA,promoter-TSS (NM_173511),promoter-TSS (NM_173511),-52,NM_173511,150864,,NM_173511,ENSG00000138439,FAM117B,ALS2CR13,family with sequence similarity 117 member B,protein-coding
siBAZ2B_3_peak_5671,chr22,28114139,28114580,+,51,NA,Intergenic,Intergenic,83385,NM_002430,4330,,NM_002430,ENSG00000169184,MN1,CEBALID|MGCR|MGCR1|MGCR1-PEN|dJ353E16.2,"MN1 proto-oncogene, transcriptional regulator",protein-coding
siBAZ2B_3_peak_5393,chr20,30467593,30467959,+,51,NA,"intron (NR_160277, intron 1 of 12)",CpG,156,NR_160276,164395,,NM_001008409,ENSG00000131044,TTLL9,C20orf125,tubulin tyrosine ligase like 9,protein-coding
siBAZ2B_3_peak_8444,chr9,131534070,131534368,+,51,NA,promoter-TSS (NM_001375955),promoter-TSS (NM_001375955),-13,NM_001375954,10444,,NM_006336,ENSG00000160445,ZER1,C9orf60|ZYG|ZYG11BL,zyg-11 related cell cycle regulator,protein-coding
siBAZ2B_3_peak_1667,chr11,128392071,128392657,+,51,NA,promoter-TSS (NR_106738),promoter-TSS (NR_106738),79,NR_106738,102466104,,NR_106738,ENSG00000276176,MIR6090,hsa-mir-6090,microRNA 6090,ncRNA
siBAZ2B_3_peak_2879,chr15,101741619,101742129,+,51,NA,"intron (NM_014918, intron 2 of 2)","intron (NM_014918, intron 2 of 2)",50379,NM_014918,22856,,NM_014918,ENSG00000131873,CHSY1,CHSY|CSS1|ChSy-1|TPBS,chondroitin sulfate synthase 1,protein-coding
siBAZ2B_3_peak_103,chr1,17240248,17240758,+,51,NA,Intergenic,CpG,-7923,NM_014675,9696,,NM_014675,ENSG00000058453,CROCC,CROCC1|ROLT|TAX1BP2,"ciliary rootlet coiled-coil, rootletin",protein-coding
siBAZ2B_3_peak_5077,chr2,161061916,161062437,+,51,NA,Intergenic,Intergenic,-5352,NM_001282354,3694,,NM_000888,ENSG00000115221,ITGB6,AI1H,integrin subunit beta 6,protein-coding
siBAZ2B_3_peak_1459,chr11,65344664,65345177,+,51,NA,"intron (NM_001351087, intron 1 of 17)","intron (NM_001351087, intron 1 of 17)",1396,NM_001099409,254102,,NM_001099409,ENSG00000173442,EHBP1L1,-,EH domain binding protein 1 like 1,protein-coding
siBAZ2B_3_peak_2998,chr16,11836351,11837095,+,51,NA,promoter-TSS (NM_001324024),promoter-TSS (NM_001324024),-10,NR_136671,51061,,NM_015914,ENSG00000153066,TXNDC11,EFP1,thioredoxin domain containing 11,protein-coding
siBAZ2B_3_peak_5306,chr20,814236,814698,+,51,NA,"5' UTR (NM_001042353, exon 1 of 2)","5' UTR (NM_001042353, exon 1 of 2)",109,NM_001042353,83541,,NM_031424,ENSG00000125898,FAM110A,C20orf55|F10|bA371L19.3,family with sequence similarity 110 member A,protein-coding
siBAZ2B_3_peak_7715,chr7,158314388,158314934,+,51,NA,"intron (NM_001308267, intron 1 of 21)","intron (NM_001308267, intron 1 of 21)",10844,NR_030325,693180,,NR_030325,ENSG00000207637,MIR595,MIRN595|hsa-mir-595,microRNA 595,ncRNA
siBAZ2B_3_peak_5076,chr2,160568593,160569297,+,51,NA,promoter-TSS (NM_001376252),promoter-TSS (NM_001376252),8,NR_110586,29994,,NM_013450,ENSG00000123636,BAZ2B,WALp4,bromodomain adjacent to zinc finger domain 2B,protein-coding
siBAZ2B_3_peak_4613,chr2,3224819,3225117,+,51,NA,"intron (NM_001330531, intron 3 of 7)","intron (NM_001330531, intron 3 of 7)",-95170,NR_110228,101927554,,NR_110228,ENSG00000234423,LINC01250,-,long intergenic non-protein coding RNA 1250,ncRNA
siBAZ2B_3_peak_3109,chr16,50058898,50059408,+,51,NA,promoter-TSS (NR_104042),promoter-TSS (NR_104042),36,NM_001281789,255919,,NM_153261,ENSG00000205423,CNEP1R1,C16orf69|NEP1-R1|NEP1R1|TMEM188|TMP125,CTD nuclear envelope phosphatase 1 regulatory subunit 1,protein-coding
siBAZ2B_3_peak_6949,chr6,36164742,36165270,+,51,NA,"intron (NM_015695, intron 1 of 12)",CpG,485,NM_015695,27154,,NM_015695,ENSG00000096070,BRPF3,-,bromodomain and PHD finger containing 3,protein-coding
siBAZ2B_3_peak_8716,chrX,71774306,71774835,+,51,NA,"intron (NM_001166418, intron 2 of 8)",L1PB1|LINE|L1,18123,NM_001166422,55869,,NM_018486,ENSG00000147099,HDAC8,CDA07|CDLS5|HD8|HDACL1|KDAC8|MRXS6|RPD3|WTS,histone deacetylase 8,protein-coding
siBAZ2B_3_peak_8667,chrX,48774452,48774773,+,51,NA,"intron (NM_006875, intron 3 of 5)","intron (NM_006875, intron 3 of 5)",1689,NM_006875,11040,,NM_006875,ENSG00000102096,PIM2,-,"Pim-2 proto-oncogene, serine/threonine kinase",protein-coding
siBAZ2B_3_peak_1225,chr11,7534558,7535125,+,51,NA,promoter-TSS (NR_147792),promoter-TSS (NR_147792),-389,NM_001351853,8495,,NM_003621,ENSG00000166387,PPFIBP2,Cclp1,PPFIA binding protein 2,protein-coding
siBAZ2B_3_peak_6768,chr5,151137764,151138607,+,51,NA,promoter-TSS (NM_004045),promoter-TSS (NM_004045),7,NM_004045,475,,NM_004045,ENSG00000177556,ATOX1,ATX1|HAH1,antioxidant 1 copper chaperone,protein-coding
siBAZ2B_3_peak_7116,chr6,157744277,157744979,+,51,NA,promoter-TSS (NM_018452),promoter-TSS (NM_018452),-77,NM_018452,729515,,NM_018452,ENSG00000215712,TMEM242,BM033|C6orf35,transmembrane protein 242,protein-coding
siBAZ2B_3_peak_6273,chr4,57253320,57253679,+,51,NA,"intron (NM_001323899, intron 1 of 13)",CpG,158,NM_001286668,132949,,NM_181806,ENSG00000157426,AASDH,ACSF4|LYS2|NRPS1098|NRPS998,aminoadipate-semialdehyde dehydrogenase,protein-coding
siBAZ2B_3_peak_3012,chr16,15684692,15685156,+,51,NA,Intergenic,Intergenic,20028,NR_106761,102465252,,NR_106761,ENSG00000284184,MIR6506,hsa-mir-6506,microRNA 6506,ncRNA
siBAZ2B_3_peak_2374,chr14,55658096,55658740,+,51,NA,promoter-TSS (NM_014750),promoter-TSS (NM_014750),-115,NM_001146015,9787,,NM_014750,ENSG00000126787,DLGAP5,DLG7|HURP,DLG associated protein 5,protein-coding
siBAZ2B_3_peak_8365,chr9,116282113,116282727,+,51,NA,"intron (NM_001322214, intron 7 of 10)","intron (NM_001322214, intron 7 of 10)",-16471,NM_001276260,5998,,NM_017790,ENSG00000138835,RGS3,C2PA|RGP3,regulator of G protein signaling 3,protein-coding
siBAZ2B_3_peak_8408,chr9,130307572,130308193,+,51,NA,"intron (NM_001035534, intron 1 of 13)","intron (NM_001035534, intron 1 of 13)",23470,NM_022833,64855,,NM_022833,ENSG00000136830,NIBAN2,C9orf88|FAM129B|MEG-3|MINERVA|OC58|bA356B19.6,niban apoptosis regulator 2,protein-coding
siBAZ2B_3_peak_8661,chrX,48554589,48555510,+,51,NA,promoter-TSS (NM_003173),promoter-TSS (NM_003173),-76,NM_003173,6839,,NM_003173,ENSG00000101945,SUV39H1,H3-K9-HMTase 1|KMT1A|MG44|SUV39H,SUV39H1 histone lysine methyltransferase,protein-coding
siBAZ2B_3_peak_3479,chr17,29151534,29152009,+,51,NA,promoter-TSS (NM_015986),promoter-TSS (NM_015986),7,NR_073118,51379,,NM_015986,ENSG00000176390,CRLF3,CREME-9|CREME9|CRLM9|CYTOR4|FRWS|p48.2,cytokine receptor like factor 3,protein-coding
siBAZ2B_3_peak_2852,chr15,92396658,92396956,+,51,NA,promoter-TSS (NM_013272),promoter-TSS (NM_013272),-131,NM_001145044,28232,,NM_013272,ENSG00000176463,SLCO3A1,OATP-D|OATP-RP3|OATP3A1|OATPD|OATPRP3|SLC21A11,solute carrier organic anion transporter family member 3A1,protein-coding
siBAZ2B_3_peak_2851,chr15,92396054,92396385,+,51,NA,promoter-TSS (NM_013272),promoter-TSS (NM_013272),-719,NM_001145044,28232,,NM_013272,ENSG00000176463,SLCO3A1,OATP-D|OATP-RP3|OATP3A1|OATPD|OATPRP3|SLC21A11,solute carrier organic anion transporter family member 3A1,protein-coding
siBAZ2B_3_peak_3994,chr19,1042019,1042369,+,51,NA,"intron (NM_019112, intron 5 of 46)","intron (NM_019112, intron 5 of 46)",2088,NM_019112,10347,,NM_019112,ENSG00000064687,ABCA7,ABCA-SSN|ABCX|AD9,ATP binding cassette subfamily A member 7,protein-coding
siBAZ2B_3_peak_2288,chr14,21979365,21979803,+,51,NA,promoter-TSS (NM_019852),promoter-TSS (NM_019852),-102,NM_019852,56339,,NM_019852,ENSG00000165819,METTL3,IME4|M6A|MT-A70|Spo8|hMETTL3,"methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit",protein-coding
siBAZ2B_3_peak_5608,chr21,47604413,47604717,+,51,NA,promoter-TSS (NM_001142854),promoter-TSS (NM_001142854),-192,NM_032261,84221,,NM_032261,ENSG00000160284,SPATC1L,C21orf56,spermatogenesis and centriole associated 1 like,protein-coding
siBAZ2B_3_peak_8743,chrX,115003920,115004227,+,51,NA,"intron (NR_147172, intron 2 of 2)",CpG,46776,NR_147173,106029310,,NR_147172,,DANT1,-,"DXZ4 associated non-coding transcript 1, proximal",ncRNA
siBAZ2B_3_peak_6168,chr3,195384600,195385385,+,51,NA,promoter-TSS (NR_003265),promoter-TSS (NR_003265),82,NR_003265,727956,,NR_003265,ENSG00000242086,SDHAP2,SDHAL2|SDHALP2,SDHA pseudogene 2,pseudo
siBAZ2B_3_peak_7415,chr7,45151405,45151763,+,51,NA,promoter-TSS (NM_001261834),promoter-TSS (NM_001261834),-238,NM_001261834,9238,,NM_004749,ENSG00000136270,TBRG4,CPR2|FASTKD4,transforming growth factor beta regulator 4,protein-coding
siBAZ2B_3_peak_8369,chr9,117349611,117350346,+,51,NA,promoter-TSS (NM_004888),promoter-TSS (NM_004888),-71,NM_004888,9550,,NM_004888,ENSG00000136888,ATP6V1G1,ATP6G|ATP6G1|ATP6GL|ATP6J|Vma10,ATPase H+ transporting V1 subunit G1,protein-coding
siBAZ2B_3_peak_8235,chr9,44990030,44990343,+,50,NA,promoter-TSS (NR_027421),promoter-TSS (NR_027421),-50,NR_027421,100132948,,NM_001024942,ENSG00000231527,FAM27C,FAM27A|FAM27A1|FAM27A3|bA7G23.5,family with sequence similarity 27 member C,ncRNA
siBAZ2B_3_peak_8030,chr8,127570426,127570724,+,50,NA,"non-coding (NR_156466, exon 1 of 3)","non-coding (NR_156466, exon 1 of 3)",148,NR_156466,157638,,NM_174911,ENSG00000168672,LRATD2,BCMP101|FAM84B|NSE2,LRAT domain containing 2,protein-coding
siBAZ2B_3_peak_8526,chr9_gl000199_random,91592,91890,+,50,NA,NA,ALR/Alpha|Satellite|centr,NA,NA,,,,,,,,
siBAZ2B_3_peak_2486,chr14,100213068,100213631,+,50,NA,"intron (NM_001375411, intron 1 of 21)","intron (NM_001375411, intron 1 of 21)",9290,NM_001375411,2009,,NM_004434,ENSG00000066629,EML1,BH|ELP79|EMAP|EMAP-1|EMAPL,EMAP like 1,protein-coding
siBAZ2B_3_peak_7423,chr7,55200593,55200938,+,50,NA,"intron (NM_001346900, intron 1 of 27)","intron (NM_001346900, intron 1 of 27)",23233,NM_001346900,1956,,NM_005228,ENSG00000146648,EGFR,ERBB|ERBB1|ERRP|HER1|NISBD2|PIG61|mENA,epidermal growth factor receptor,protein-coding
siBAZ2B_3_peak_2038,chr12,108955968,108956461,+,50,NA,promoter-TSS (NM_213595),promoter-TSS (NM_213595),-158,NM_213595,23479,,NM_014301,ENSG00000136003,ISCU,2310020H20Rik|HML|ISU2|NIFU|NIFUN|hnifU,iron-sulfur cluster assembly enzyme,protein-coding
siBAZ2B_3_peak_978,chr10,82167903,82168272,+,50,NA,promoter-TSS (NM_001243780),promoter-TSS (NM_001243780),-155,NM_001243780,84293,,NM_032333,ENSG00000122378,PRXL2A,Adrx|C10orf58|FAM213A|PAMM,peroxiredoxin like 2A,protein-coding
siBAZ2B_3_peak_3932,chr18,33709440,33710075,+,50,NA,promoter-TSS (NM_012319),promoter-TSS (NM_012319),-105,NM_001324465,55250,,NM_018255,ENSG00000134759,ELP2,MRT58|SHINC-2|STATIP1|StIP,elongator acetyltransferase complex subunit 2,protein-coding
siBAZ2B_3_peak_3367,chr17,7982874,7983403,+,50,NA,"exon (NM_001139, exon 7 of 15)","exon (NM_001139, exon 7 of 15)",7896,NM_001139,242,,NM_001139,ENSG00000179477,ALOX12B,12R-LOX|ARCI2,"arachidonate 12-lipoxygenase, 12R type",protein-coding
siBAZ2B_3_peak_5498,chr20,56323578,56324258,+,50,NA,Intergenic,Intergenic,-37326,NM_199171,56937,,NM_020182,ENSG00000124225,PMEPA1,STAG1|TMEPAI,"prostate transmembrane protein, androgen induced 1",protein-coding
siBAZ2B_3_peak_1266,chr11,18034558,18034974,+,50,NA,promoter-TSS (NM_012139),promoter-TSS (NM_012139),-172,NR_104040,26297,,NM_012139,ENSG00000129158,SERGEF,DELGEF|Gnefr,secretion regulating guanine nucleotide exchange factor,protein-coding
siBAZ2B_3_peak_3001,chr16,12707441,12707744,+,50,NA,Intergenic,LTR10A|LTR|ERV1,-106586,NR_039869,100616195,,NR_039869,ENSG00000264733,MIR4718,-,microRNA 4718,ncRNA
siBAZ2B_3_peak_1663,chr11,125985607,125986031,+,50,NA,Intergenic,Intergenic,-52632,NM_016952,50937,,NM_016952,ENSG00000064309,CDON,CDO|CDON1|HPE11|Ihog|ORCAM,"cell adhesion associated, oncogene regulated",protein-coding
siBAZ2B_3_peak_6745,chr5,145582942,145583486,+,50,NA,promoter-TSS (NM_018989),promoter-TSS (NM_018989),46,NM_018989,54439,,NM_018989,ENSG00000091009,RBM27,ARRS1|Psc1|ZC3H18|ZC3H20,RNA binding motif protein 27,protein-coding
siBAZ2B_3_peak_2114,chr12,123735408,123735820,+,50,NA,"intron (NM_001194995, intron 1 of 2)",L1PBa1|LINE|L1,17187,NM_001270434,8099,,NM_004642,ENSG00000111328,CDK2AP1,DOC1|DORC1|ST19|doc-1|p12DOC-1,cyclin dependent kinase 2 associated protein 1,protein-coding
siBAZ2B_3_peak_5236,chr2,232276953,232277625,+,50,NA,Intergenic,Intergenic,16868,NM_145236,93010,,NM_145236,ENSG00000156966,B3GNT7,beta3GnT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",protein-coding
siBAZ2B_3_peak_1778,chr12,27397152,27397512,+,50,NA,"intron (NM_015000, intron 1 of 13)",CpG,113,NM_015000,23012,,NM_015000,ENSG00000211455,STK38L,NDR2,serine/threonine kinase 38 like,protein-coding
siBAZ2B_3_peak_8337,chr9,106856083,106856658,+,50,NA,promoter-TSS (NM_001042550),promoter-TSS (NM_001042550),-171,NM_001265602,10592,,NM_006444,ENSG00000136824,SMC2,CAP-E|CAPE|SMC-2|SMC2L1,structural maintenance of chromosomes 2,protein-coding
siBAZ2B_3_peak_8357,chr9,115480069,115480789,+,50,NA,promoter-TSS (NM_001329590),promoter-TSS (NM_001329590),-32,NM_001329590,58493,,NM_021218,ENSG00000148153,INIP,C9orf80|HSPC043|MISE|SOSSC|SSBIP1|hSSBIP1,INTS3 and NABP interacting protein,protein-coding
siBAZ2B_3_peak_1626,chr11,113561496,113561847,+,50,NA,"intron (NM_001288749, intron 6 of 9)","intron (NM_001288749, intron 6 of 9)",15359,NR_110047,80975,,NM_030770,ENSG00000166682,TMPRSS5,SPINESIN,transmembrane serine protease 5,protein-coding
siBAZ2B_3_peak_7361,chr7,27702408,27702783,+,50,NA,promoter-TSS (NM_152740),promoter-TSS (NM_152740),-93,NM_152740,11112,,NM_152740,ENSG00000106049,HIBADH,NS5ATP1,3-hydroxyisobutyrate dehydrogenase,protein-coding
siBAZ2B_3_peak_7426,chr7,55433445,55434058,+,50,NA,"exon (NM_018697, exon 1 of 9)","exon (NM_018697, exon 1 of 9)",721,NM_018697,55915,,NM_018697,ENSG00000132434,LANCL2,GPR69B|TASP,LanC like glutathione S-transferase 2,protein-coding
siBAZ2B_3_peak_450,chr1,153930684,153931170,+,50,NA,TTS (NM_001271959),TTS (NM_001271959),161,NM_181715,200186,,NM_181715,ENSG00000160741,CRTC2,TORC-2|TORC2,CREB regulated transcription coactivator 2,protein-coding
