PeakID (cmd=annotatePeaks.pl siBAZ2B_siControl_raw_MACS2_overlap.bed hg19),Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
siBAZ2B_3_peak_5190,chr2,219134588,219135300,+,86,NA,promoter-TSS (NM_015488),promoter-TSS (NM_015488),-84,NM_001087,14,,NM_001087,ENSG00000127837,AAMP,-,angio associated migratory cell protein,protein-coding
siBAZ2B_3_peak_4426,chr19,46876918,46877584,+,86,NA,"intron (NM_006247, intron 2 of 12)","intron (NM_006247, intron 2 of 12)",26907,NM_001204284,5536,,NM_006247,ENSG00000011485,PPP5C,PP5|PPP5|PPT,protein phosphatase 5 catalytic subunit,protein-coding
siBAZ2B_3_peak_7358,chr7,26903888,26904731,+,86,NA,promoter-TSS (NM_003930),promoter-TSS (NM_003930),-100,NM_003930,8935,,NM_003930,ENSG00000005020,SKAP2,PRAP|RA70|SAPS|SCAP2|SKAP-HOM|SKAP55R,src kinase associated phosphoprotein 2,protein-coding
siBAZ2B_3_peak_4588,chr19,58873636,58874279,+,86,NA,promoter-TSS (NR_136527),promoter-TSS (NR_136527),-35,NR_136527,105372483,,NR_136527,,ZNF497-AS1,-,ZNF497 antisense RNA 1,ncRNA
siBAZ2B_3_peak_7528,chr7,98030066,98030487,+,86,NA,"5' UTR (NM_018842, exon 1 of 14)","5' UTR (NM_018842, exon 1 of 14)",126,NM_018842,55971,,NM_018842,ENSG00000006453,BAIAP2L1,IRTKS,BAR/IMD domain containing adaptor protein 2 like 1,protein-coding
siBAZ2B_3_peak_3412,chr17,18266746,18267189,+,86,NA,promoter-TSS (NM_148918),promoter-TSS (NM_148918),-90,NM_148918,6470,,NM_004169,ENSG00000176974,SHMT1,CSHMT|SHMT,serine hydroxymethyltransferase 1,protein-coding
siBAZ2B_3_peak_5179,chr2,209119576,209120272,+,86,NA,promoter-TSS (NM_005896),promoter-TSS (NM_005896),-33,NR_046452,100507475,,NR_046452,ENSG00000231908,IDH1-AS1,-,IDH1 antisense RNA 1,ncRNA
siBAZ2B_3_peak_51,chr1,6844577,6845522,+,86,NA,promoter-TSS (NR_149049),promoter-TSS (NR_149049),-9,NR_149049,110841581,,NR_149049,,CAMTA1-DT,lncCAMTA1,CAMTA1 divergent transcript,ncRNA
siBAZ2B_3_peak_8563,chrUn_gl000225,55961,56328,+,86,NA,NA,BSR/Beta|Satellite|Satellite,NA,NA,,,,,,,,
siBAZ2B_3_peak_899,chr10,46167718,46168569,+,86,NA,promoter-TSS (NM_174890),promoter-TSS (NM_174890),37,NM_001282905,93550,,NM_174890,ENSG00000172671,ZFAND4,ANUBL1,zinc finger AN1-type containing 4,protein-coding
siBAZ2B_3_peak_8436,chr9,131102477,131103237,+,86,NA,promoter-TSS (NM_005094),promoter-TSS (NM_005094),51,NM_005094,10999,,NM_005094,ENSG00000167114,SLC27A4,ACSVL4|FATP4|IPS,solute carrier family 27 member 4,protein-coding
siBAZ2B_3_peak_5571,chr21,38444992,38445396,+,86,NA,promoter-TSS (NM_001353938),promoter-TSS (NM_001353938),-91,NM_153681,51227,,NM_016430,ENSG00000185808,PIGP,DCRC|DCRC-S|DEE55|DSCR5|DSRC|EIEE55|PIG-P,phosphatidylinositol glycan anchor biosynthesis class P,protein-coding
siBAZ2B_3_peak_5197,chr2,219432825,219433509,+,86,NA,promoter-TSS (NM_020935),promoter-TSS (NM_020935),-93,NM_020935,57695,,NM_020935,ENSG00000135913,USP37,-,ubiquitin specific peptidase 37,protein-coding
siBAZ2B_3_peak_2488,chr14,100659105,100659748,+,86,NA,Intergenic,CpG,-33444,NM_206918,123099,,NM_206918,ENSG00000168350,DEGS2,C14orf66|DES2|FADS8,"delta 4-desaturase, sphingolipid 2",protein-coding
siBAZ2B_3_peak_19,chr1,1550449,1551130,+,86,NA,promoter-TSS (NR_033183),promoter-TSS (NR_033183),-6,NM_001170688,142678,,NM_080875,ENSG00000197530,MIB2,ZZANK1|ZZZ5,MIB E3 ubiquitin protein ligase 2,protein-coding
siBAZ2B_3_peak_5479,chr20,49057181,49057548,+,85,NA,Intergenic,Intergenic,-69494,NM_001278618,5770,,NM_002827,ENSG00000196396,PTPN1,PTP1B,protein tyrosine phosphatase non-receptor type 1,protein-coding
siBAZ2B_3_peak_7717,chr7,158496736,158497886,+,85,NA,"intron (NR_104054, intron 1 of 30)",CpG,184,NM_001281933,54892,,NM_017760,ENSG00000146918,NCAPG2,3KS|CAP-G2|CAPG2|LUZP5|MTB|hCAP-G2,non-SMC condensin II complex subunit G2,protein-coding
siBAZ2B_3_peak_6331,chr4,100871457,100871955,+,85,NA,promoter-TSS (NM_002106),promoter-TSS (NM_002106),55,NR_125923,256880,,NR_002799,,H2AZ1-DT,-,H2AZ1 divergent transcript,ncRNA
siBAZ2B_3_peak_3936,chr18,45456621,45457691,+,85,NA,promoter-TSS (NM_005901),promoter-TSS (NM_005901),87,NM_001003652,4087,,NM_005901,ENSG00000175387,SMAD2,CHTD8|JV18|JV18-1|LDS6|MADH2|MADR2|hMAD-2|hSMAD2,SMAD family member 2,protein-coding
siBAZ2B_3_peak_894,chr10,43932225,43932630,+,85,NA,promoter-TSS (NM_001355444),promoter-TSS (NM_001355444),131,NM_001355447,642819,,NM_001355444,ENSG00000243660,ZNF487,KRBO1|ZNF487P,zinc finger protein 487,protein-coding
siBAZ2B_3_peak_8415,chr9,130503029,130503414,+,85,NA,"intron (NM_001142531, intron 8 of 10)",AluSc8|SINE|Alu,-5648,NM_001134431,27433,,NM_130459,ENSG00000160404,TOR2A,TORP1,torsin family 2 member A,protein-coding
siBAZ2B_3_peak_5731,chr22,41777421,41778221,+,85,NA,promoter-TSS (NM_003216),promoter-TSS (NM_003216),-125,NM_003216,7008,,NM_003216,ENSG00000167074,TEF,-,"TEF transcription factor, PAR bZIP family member",protein-coding
siBAZ2B_3_peak_5764,chr22,51021113,51021741,+,85,NA,promoter-TSS (NM_005198),promoter-TSS (NM_005198),1,NR_027928,386593,,NR_027928,ENSG00000254413,CHKB-CPT1B,CHKL-CPT1B|CPT1-M|CPT1B|CPTI-M,CHKB-CPT1B readthrough (NMD candidate),ncRNA
siBAZ2B_3_peak_4932,chr2,92297276,92298129,+,85,NA,Intergenic,ALR/Alpha|Satellite|centr,168543,NR_027714,440888,,NM_001032412,,ACTR3BP2,FKSG73,ACTR3B pseudogene 2,pseudo
siBAZ2B_3_peak_8049,chr8,135724980,135725697,+,85,NA,promoter-TSS (NR_110323),promoter-TSS (NR_110323),-64,NM_020863,57623,,NM_020863,ENSG00000066827,ZFAT,AITD3|ZFAT1|ZNF406,zinc finger and AT-hook domain containing,protein-coding
siBAZ2B_3_peak_4932-2,chr2,92297276,92298129,+,85,NA,Intergenic,ALR/Alpha|Satellite|centr,168543,NR_027714,440888,,NM_001032412,,ACTR3BP2,FKSG73,ACTR3B pseudogene 2,pseudo
siBAZ2B_3_peak_1472,chr11,66025216,66025856,+,85,NA,"intron (NM_001318734, intron 1 of 15)",CpG,362,NM_001318734,64837,,NM_022822,ENSG00000174996,KLC2,-,kinesin light chain 2,protein-coding
siBAZ2B_3_peak_916,chr10,52383922,52385090,+,85,NA,promoter-TSS (NR_126411),promoter-TSS (NR_126411),-205,NR_126411,104355295,,NR_126411,,SGMS1-AS1,-,SGMS1 antisense RNA 1,ncRNA
siBAZ2B_3_peak_1768,chr12,25403487,25404359,+,85,NA,promoter-TSS (NM_004985),promoter-TSS (NM_004985),-60,NM_001369787,3845,,NM_004985,ENSG00000133703,KRAS,'C-K-RAS|C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|K-Ras|K-Ras 2|KI-RAS|KRAS1|KRAS2|NS|NS3|OES|RALD|RASK2|c-Ki-ras|c-Ki-ras2,"KRAS proto-oncogene, GTPase",protein-coding
siBAZ2B_3_peak_2983,chr16,4852572,4853005,+,85,NA,promoter-TSS (NM_024589),promoter-TSS (NM_024589),-154,NM_024589,79641,,NM_024589,ENSG00000067836,ROGDI,KTZS|RAV2|ROGD1,rogdi atypical leucine zipper,protein-coding
siBAZ2B_3_peak_2778,chr15,80215769,80216373,+,85,NA,promoter-TSS (NR_037653),promoter-TSS (NR_037653),23,NR_037652,400410,,NM_001100879,ENSG00000180953,ST20,HCCS-1,suppressor of tumorigenicity 20,ncRNA
siBAZ2B_3_peak_7686,chr7,150076085,150076779,+,85,NA,promoter-TSS (NM_173680),promoter-TSS (NM_173680),13,NM_173680,285971,,NM_173680,ENSG00000196456,ZNF775,-,zinc finger protein 775,protein-coding
siBAZ2B_3_peak_1905,chr12,56753739,56754520,+,85,NA,promoter-TSS (NM_198332),promoter-TSS (NM_198332),-238,NM_001385115,6773,,NM_005419,ENSG00000170581,STAT2,IMD44|ISGF-3|P113|PTORCH3|STAT113,signal transducer and activator of transcription 2,protein-coding
siBAZ2B_3_peak_75,chr1,11865698,11866463,+,85,NA,promoter-TSS (NM_005957),promoter-TSS (NM_005957),-59,NM_005957,4524,,NM_005957,ENSG00000177000,MTHFR,-,methylenetetrahydrofolate reductase,protein-coding
siBAZ2B_3_peak_8172,chr9,33264520,33265019,+,85,NA,promoter-TSS (NM_001349299),promoter-TSS (NM_001349299),-63,NM_001172415,573,,NM_004323,ENSG00000107262,BAG1,BAG-1|HAP|RAP46,BAG cochaperone 1,protein-coding
siBAZ2B_3_peak_862,chr10,31320622,31321256,+,85,NA,promoter-TSS (NR_026560),promoter-TSS (NR_026560),-73,NR_026560,220929,,NM_182755,ENSG00000183621,ZNF438,bA330O11.1,zinc finger protein 438,protein-coding
siBAZ2B_3_peak_1414,chr11,63933410,63934040,+,85,NA,promoter-TSS (NM_014067),promoter-TSS (NM_014067),-140,NM_014067,28992,,NM_014067,ENSG00000133315,MACROD1,LRP16,mono-ADP ribosylhydrolase 1,protein-coding
siBAZ2B_3_peak_6666,chr5,130970543,130971340,+,84,NA,promoter-TSS (NM_001164386),promoter-TSS (NM_001164386),-19,NM_001164388,51735,,NM_016340,ENSG00000158987,RAPGEF6,KIA001LB|PDZ-GEF2|PDZGEF2|RA-GEF-2|RAGEF2,Rap guanine nucleotide exchange factor 6,protein-coding
siBAZ2B_3_peak_5206,chr2,220042578,220043199,+,84,NA,promoter-TSS (NM_001321110),promoter-TSS (NM_001321110),-10,NM_001321390,27013,,NM_015680,ENSG00000115649,CNPPD1,C2orf24|CGI-57,cyclin Pas1/PHO80 domain containing 1,protein-coding
siBAZ2B_3_peak_5376,chr20,23330464,23331582,+,84,NA,promoter-TSS (NM_013248),promoter-TSS (NM_013248),-405,NM_013248,29107,,NM_013248,ENSG00000132661,NXT1,MTR2|P15,nuclear transport factor 2 like export factor 1,protein-coding
siBAZ2B_3_peak_2511,chr14,103523541,103524528,+,84,NA,promoter-TSS (NM_006035),promoter-TSS (NM_006035),-148,NM_006035,9578,,NM_006035,ENSG00000198752,CDC42BPB,CHOCNS|MRCKB,CDC42 binding protein kinase beta,protein-coding
siBAZ2B_3_peak_3647,chr17,48139744,48140133,+,84,NA,"intron (NM_002204, intron 1 of 25)","intron (NM_002204, intron 1 of 25)",6464,NM_002204,3675,,NM_002204,ENSG00000005884,ITGA3,CD49C|FRP-2|GAP-B3|GAPB3|ILNEB|JEB7|MSK18|VCA-2|VL3A|VLA3a,integrin subunit alpha 3,protein-coding
siBAZ2B_3_peak_6205,chr4,2243525,2244353,+,84,NA,promoter-TSS (NM_181808),promoter-TSS (NM_181808),-91,NM_181808,353497,,NM_181808,ENSG00000130997,POLN,POL4P,DNA polymerase nu,protein-coding
siBAZ2B_3_peak_304,chr1,85741997,85742611,+,84,NA,promoter-TSS (NM_003921),promoter-TSS (NM_003921),11,NM_001320715,8915,,NM_003921,ENSG00000142867,BCL10,CARMEN|CIPER|CLAP|IMD37|c-E10|mE10,BCL10 immune signaling adaptor,protein-coding
siBAZ2B_3_peak_4655,chr2,17934685,17935446,+,84,NA,promoter-TSS (NM_001130009),promoter-TSS (NM_001130009),12,NM_001142286,79677,,NM_024624,ENSG00000163029,SMC6,SMC-6|SMC6L1|hSMC6,structural maintenance of chromosomes 6,protein-coding
siBAZ2B_3_peak_8344,chr9,110045068,110045805,+,84,NA,promoter-TSS (NM_001244724),promoter-TSS (NM_001244724),-124,NM_002874,5887,,NM_002874,ENSG00000119318,RAD23B,HHR23B|HR23B|P58,"RAD23 homolog B, nucleotide excision repair protein",protein-coding
siBAZ2B_3_peak_3255,chr16,88276074,88276547,+,84,NA,Intergenic,Intergenic,48423,NR_110944,101928880,,NR_110944,ENSG00000260420,LINC02182,LA16c-444G7.2,long intergenic non-protein coding RNA 2182,ncRNA
siBAZ2B_3_peak_3587,chr17,43045497,43045968,+,84,NA,promoter-TSS (NM_006688),promoter-TSS (NM_006688),-61,NM_006688,10882,,NM_006688,ENSG00000131094,C1QL1,C1QRF|C1QTNF14|CRF|CTRP14,complement C1q like 1,protein-coding
siBAZ2B_3_peak_7898,chr8,66556930,66557490,+,84,NA,"intron (NM_014637, intron 1 of 7)",CpG,241,NM_014637,9650,,NM_014637,ENSG00000066855,MTFR1,CHPPR|FAM54A2,mitochondrial fission regulator 1,protein-coding
siBAZ2B_3_peak_8349,chr9,113018880,113019346,+,84,NA,promoter-TSS (NM_003329),promoter-TSS (NM_003329),-326,NM_001244938,7295,,NM_003329,ENSG00000136810,TXN,TRDX|TRX|TRX1|TXN1|Trx80,thioredoxin,protein-coding
siBAZ2B_3_peak_5660,chr22,24308481,24309190,+,84,NA,promoter-TSS (NM_001084393),promoter-TSS (NM_001084393),-241,NM_001084393,100037417,,NM_001084393,ENSG00000099974,DDTL,DDT|KB-226F1.2,D-dopachrome tautomerase like,protein-coding
siBAZ2B_3_peak_2278,chr14,21081556,21082129,+,84,NA,Intergenic,Intergenic,-22860,NM_001024822,493901,,NM_001024822,ENSG00000258436,RNASE12,HEL-S-85p|RAI1,ribonuclease A family member 12 (inactive),protein-coding
siBAZ2B_3_peak_3401,chr17,17399820,17400157,+,84,NA,promoter-TSS (NM_001199989),promoter-TSS (NM_001199989),-279,NM_001199989,51655,,NM_016084,ENSG00000108551,RASD1,AGS1|DEXRAS1|MGC:26290,ras related dexamethasone induced 1,protein-coding
siBAZ2B_3_peak_570,chr1,173445973,173446725,+,84,NA,promoter-TSS (NR_037845),promoter-TSS (NR_037845),-55,NR_037845,100506023,,NR_037845,,LOC100506023,-,uncharacterized LOC100506023,ncRNA
siBAZ2B_3_peak_2807,chr15,85259257,85259711,+,84,NA,promoter-TSS (NM_014300),promoter-TSS (NM_014300),-114,NM_014300,23478,,NM_014300,ENSG00000140612,SEC11A,1810012E07Rik|SEC11L1|SPC18|SPCS4A|sid2895,"SEC11 homolog A, signal peptidase complex subunit",protein-coding
siBAZ2B_3_peak_7132,chr6,167040710,167041481,+,84,NA,promoter-TSS (NM_021135),promoter-TSS (NM_021135),-356,NM_021135,6196,,NM_021135,ENSG00000071242,RPS6KA2,HU-2|MAPKAPK1C|RSK|RSK3|S6K-alpha|S6K-alpha2|p90-RSK3|p90RSK2|pp90RSK3,ribosomal protein S6 kinase A2,protein-coding
siBAZ2B_3_peak_5288,chr2,242447744,242448493,+,84,NA,promoter-TSS (NM_001282308),promoter-TSS (NM_001282308),-8,NM_001282307,10494,,NM_006374,ENSG00000115694,STK25,SOK1|YSK1,serine/threonine kinase 25,protein-coding
siBAZ2B_3_peak_7272,chr6_ssto_hap7,4902184,4902630,+,84,NA,promoter-TSS (NM_152735).2,promoter-TSS (NM_152735).2,-190,NM_152735,221504,,NM_152735,ENSG00000213588,ZBTB9,ZNF919,zinc finger and BTB domain containing 9,protein-coding
siBAZ2B_3_peak_7315,chr7,6413667,6414355,+,84,NA,promoter-TSS (NM_006908),promoter-TSS (NM_006908),-147,NM_006908,5879,,NM_006908,ENSG00000136238,RAC1,MIG5|MRD48|Rac-1|TC-25|p21-Rac1,Rac family small GTPase 1,protein-coding
siBAZ2B_3_peak_448,chr1,153895345,153895789,+,84,NA,promoter-TSS (NM_020699),promoter-TSS (NM_020699),-119,NM_020699,57459,,NM_020699,ENSG00000143614,GATAD2B,GANDS|MRD18|P66beta|p68,GATA zinc finger domain containing 2B,protein-coding
siBAZ2B_3_peak_1420,chr11,64038274,64039073,+,84,NA,"intron (NM_001378076, intron 1 of 6)","intron (NM_001378076, intron 1 of 6)",670,NM_001378078,56834,,NM_020155,ENSG00000173264,GPR137,C11orf4|GPR137A|TM7SF1L1,G protein-coupled receptor 137,protein-coding
siBAZ2B_3_peak_5209,chr2,220093971,220094837,+,84,NA,promoter-TSS (NM_018089),promoter-TSS (NM_018089),-46,NR_104255,79065,,NM_024085,ENSG00000198925,ATG9A,APG9L1|MGD3208|mATG9,autophagy related 9A,protein-coding
siBAZ2B_3_peak_5736,chr22,42228565,42229100,+,84,NA,promoter-TSS (NM_004599),promoter-TSS (NM_004599),-277,NR_103834,6721,,NM_004599,ENSG00000198911,SREBF2,SREBP-2|SREBP2|bHLHd2,sterol regulatory element binding transcription factor 2,protein-coding
siBAZ2B_3_peak_3539,chr17,39844608,39845598,+,83,NA,promoter-TSS (NM_005801),promoter-TSS (NM_005801),-34,NM_005801,10209,,NM_005801,ENSG00000173812,EIF1,A121|EIF-1|EIF1A|ISO1|SUI1,eukaryotic translation initiation factor 1,protein-coding
siBAZ2B_3_peak_7566,chr7,100887743,100888621,+,83,NA,"intron (NM_016068, intron 1 of 4)",CpG,180,NM_016068,51024,,NM_016068,ENSG00000214253,FIS1,CGI-135|TTC11,"fission, mitochondrial 1",protein-coding
siBAZ2B_3_peak_7446,chr7,66093399,66094248,+,83,NA,promoter-TSS (NM_001167961),promoter-TSS (NM_001167961),-45,NM_001167961,154881,,NM_153033,ENSG00000243335,KCTD7,CLN14|EPM3,potassium channel tetramerization domain containing 7,protein-coding
siBAZ2B_3_peak_4927,chr2,90481696,90482443,+,83,NA,Intergenic,(GCTG)n|Simple_repeat|Simple_repeat,1365906,NR_027238,654342,,NR_027238,,LSP1P4,-,LSP1 pseudogene 4,pseudo
siBAZ2B_3_peak_7865,chr8,43094766,43095106,+,83,NA,Intergenic,SAR|Satellite|Satellite,-52649,NM_001002920,340441,,NM_001002920,ENSG00000188877,POTEA,A26A1|CT104.3|POTE-8|POTE8,POTE ankyrin domain family member A,protein-coding
siBAZ2B_3_peak_7957,chr8,95254470,95254846,+,83,NA,Intergenic,Intergenic,19889,NM_181702,2669,,NM_005261,ENSG00000164949,GEM,KIR,GTP binding protein overexpressed in skeletal muscle,protein-coding
siBAZ2B_3_peak_6264,chr4,49318719,49319100,+,83,NA,Intergenic,ACRO1|Satellite|acro,330250,NM_001286791,80157,,NM_025087,ENSG00000109182,CWH43,CWH43-C|PGAP2IP,cell wall biogenesis 43 C-terminal homolog,protein-coding
siBAZ2B_3_peak_7663,chr7,139044163,139045472,+,83,NA,"5' UTR (NM_001270643, exon 1 of 11)","5' UTR (NM_001270643, exon 1 of 11)",177,NM_016019,51631,,NM_016019,ENSG00000146963,LUC7L2,CGI-59|CGI-74|LUC7B2,"LUC7 like 2, pre-mRNA splicing factor",protein-coding
siBAZ2B_3_peak_3217,chr16,78133223,78133893,+,83,NA,promoter-TSS (NM_001291997),promoter-TSS (NM_001291997),7,NM_016373,51741,,NM_016373,ENSG00000186153,WWOX,D16S432E|DEE28|EIEE28|FOR|FRA16D|HHCMA56|PRO0128|SCAR12|SDR41C1|WOX1,WW domain containing oxidoreductase,protein-coding
siBAZ2B_3_peak_3770,chr17,73521133,73522095,+,83,NA,promoter-TSS (NM_001031803),promoter-TSS (NM_001031803),-164,NM_004524,3993,,NM_004524,ENSG00000073350,LLGL2,HGL|Hugl-2|LGL2,LLGL scribble cell polarity complex component 2,protein-coding
siBAZ2B_3_peak_7575,chr7,102003989,102004691,+,83,NA,promoter-TSS (NR_038967),promoter-TSS (NR_038967),10,NM_001347879,,,,,,,,
siBAZ2B_3_peak_4589,chr19,58891987,58892814,+,83,NA,promoter-TSS (NR_049780),promoter-TSS (NR_049780),-3,NM_138466,116412,,NM_138466,ENSG00000152475,ZNF837,-,zinc finger protein 837,protein-coding
siBAZ2B_3_peak_2737,chr15,75230173,75231055,+,83,NA,promoter-TSS (NM_004255),promoter-TSS (NM_004255),-200,NM_004255,9377,,NM_004255,ENSG00000178741,COX5A,COX|COX-VA|MC4DN20|VA,cytochrome c oxidase subunit 5A,protein-coding
siBAZ2B_3_peak_6678,chr5,132299226,132299631,+,83,NA,promoter-TSS (NM_014423),promoter-TSS (NM_014423),-102,NM_014423,27125,,NM_014423,ENSG00000072364,AFF4,AF5Q31|CHOPS|MCEF,ALF transcription elongation factor 4,protein-coding
siBAZ2B_3_peak_4362,chr19,42461883,42463093,+,83,NA,"exon (NM_006423, exon 3 of 5)","exon (NM_006423, exon 3 of 5)",985,NM_006423,10567,,NM_006423,ENSG00000105404,RABAC1,PRA1|PRAF1|YIP3,Rab acceptor 1,protein-coding
siBAZ2B_3_peak_2928,chr16,2072820,2073502,+,83,NA,Intergenic,Intergenic,3375,NM_001099456,283869,,NM_001099456,ENSG00000183971,NPW,L8|L8C|PPL8|PPNPW,neuropeptide W,protein-coding
siBAZ2B_3_peak_7390,chr7,39988757,39989682,+,83,NA,promoter-TSS (NM_031267),promoter-TSS (NM_031267),-201,NR_158201,112267983,,NR_158201,ENSG00000259826,CDK13-DT,-,CDK13 divergent transcript,ncRNA
siBAZ2B_3_peak_1411,chr11,63705730,63706649,+,83,NA,promoter-TSS (NM_001300800),promoter-TSS (NM_001300800),-285,NM_024771,79829,,NM_024771,ENSG00000110583,NAA40,NAT11|NatD|PATT1|hNatD,"N-alpha-acetyltransferase 40, NatD catalytic subunit",protein-coding
siBAZ2B_3_peak_4447,chr19,47987172,47987549,+,83,NA,promoter-TSS (NR_038452),promoter-TSS (NR_038452),116,NR_111923,11133,,NM_007059,ENSG00000118162,KPTN,2E4|KICS4|MRT41,"kaptin, actin binding protein",protein-coding
siBAZ2B_3_peak_1787,chr12,31881739,31882288,+,83,NA,promoter-TSS (NM_001278412),promoter-TSS (NM_001278412),-58,NM_001113402,196394,,NM_001113402,ENSG00000151743,AMN1,-,antagonist of mitotic exit network 1 homolog,protein-coding
siBAZ2B_3_peak_3328,chr17,4900831,4901196,+,82,NA,promoter-TSS (NM_213726),promoter-TSS (NM_213726),-108,NM_001167986,388324,,NM_213726,ENSG00000196388,INCA1,HSD45,"inhibitor of CDK, cyclin A1 interacting protein 1",protein-coding
siBAZ2B_3_peak_3510,chr17,36507553,36508079,+,82,NA,promoter-TSS (NM_014598),promoter-TSS (NM_014598),89,NM_014598,30837,,NM_014598,ENSG00000274211,SOCS7,NAP4|NCKAP4,suppressor of cytokine signaling 7,protein-coding
siBAZ2B_3_peak_8479,chr9,136324856,136325359,+,82,NA,promoter-TSS (NM_001242369),promoter-TSS (NM_001242369),7,NM_001135775,11094,,NM_017586,ENSG00000160325,CACFD1,C9orf7|D9S2135|FLOWER,calcium channel flower domain containing 1,protein-coding
siBAZ2B_3_peak_1037,chr10,101380251,101381134,+,82,NA,promoter-TSS (NM_031212),promoter-TSS (NM_031212),-496,NM_031212,81894,,NM_031212,ENSG00000155287,SLC25A28,MFRN2|MRS3/4|MRS4L|NPD016,solute carrier family 25 member 28,protein-coding
siBAZ2B_3_peak_8495,chr9,139257452,139258162,+,82,NA,TTS (NM_052813),TTS (NM_052813),389,NR_073565,728489,,NM_001080849,ENSG00000213221,DNLZ,C9orf151|HEP|HEP1|TIMM15|ZIM17|bA413M3.2,DNL-type zinc finger,protein-coding
siBAZ2B_3_peak_372,chr1,120837949,120839209,+,82,NA,promoter-TSS (NM_001320149),promoter-TSS (NM_001320149),-426,NM_001100910,653820,,NM_001100910,ENSG00000188610,FAM72B,p17,family with sequence similarity 72 member B,protein-coding
siBAZ2B_3_peak_5240,chr2,232476426,232476941,+,82,NA,Intergenic,Intergenic,19108,NM_152614,165100,,NM_152614,ENSG00000177673,TEX44,C2orf57,testis expressed 44,protein-coding
siBAZ2B_3_peak_2304,chr14,24605038,24605607,+,82,NA,promoter-TSS (NM_001281529),promoter-TSS (NM_001281529),-45,NM_176783,5720,,NM_006263,ENSG00000092010,PSME1,HEL-S-129m|IFI5111|PA28A|PA28alpha|REGalpha,proteasome activator subunit 1,protein-coding
siBAZ2B_3_peak_1291,chr11,33060949,33061366,+,82,NA,promoter-TSS (NM_018393),promoter-TSS (NM_018393),39,NM_018393,55346,,NM_018393,ENSG00000176148,TCP11L1,dJ85M6.3,t-complex 11 like 1,protein-coding
siBAZ2B_3_peak_835,chr10,17270307,17271142,+,82,NA,"intron (NM_003380, intron 1 of 9)",CpG,484,NM_003380,7431,,NM_003380,ENSG00000026025,VIM,-,vimentin,protein-coding
siBAZ2B_3_peak_1476,chr11,66103946,66104538,+,82,NA,promoter-TSS (NM_004292),promoter-TSS (NM_004292),3,NM_001363559,9610,,NM_004292,ENSG00000174791,RIN1,-,Ras and Rab interactor 1,protein-coding
siBAZ2B_3_peak_7911,chr8,73920957,73921430,+,82,NA,promoter-TSS (NM_003218),promoter-TSS (NM_003218),94,NM_003218,7013,,NM_003218,ENSG00000147601,TERF1,PIN2|TRBF1|TRF|TRF1|hTRF1-AS|t-TRF1,telomeric repeat binding factor 1,protein-coding
siBAZ2B_3_peak_1996,chr12,96336465,96337069,+,82,NA,promoter-TSS (NM_152435),promoter-TSS (NM_152435),-342,NM_152435,144193,,NM_152435,ENSG00000139344,AMDHD1,HMFT1272,amidohydrolase domain containing 1,protein-coding
siBAZ2B_3_peak_5662,chr22,24407431,24407873,+,82,NA,promoter-TSS (NM_001201429),promoter-TSS (NM_001201429),-102,NM_012295,23523,,NM_012295,ENSG00000099991,CABIN1,CAIN|KB-318B8.7|PPP3IN,calcineurin binding protein 1,protein-coding
siBAZ2B_3_peak_2588,chr15,34501935,34502368,+,82,NA,"intron (NM_024713, intron 1 of 9)",CpG,146,NM_024713,79768,,NM_024713,ENSG00000134152,KATNBL1,C15orf29,katanin regulatory subunit B1 like 1,protein-coding
siBAZ2B_3_peak_1138,chr10,126773013,126773456,+,82,NA,"intron (NM_001321013, intron 1 of 9)","intron (NM_001321013, intron 1 of 9)",-51795,NR_036178,100423041,,NR_036178,ENSG00000264572,MIR4296,-,microRNA 4296,ncRNA
siBAZ2B_3_peak_3854,chr17,79961353,79962128,+,82,NA,"intron (NM_024083, intron 7 of 15)",CpG,19014,NM_001271007,201254,,NM_144998,ENSG00000169689,CENPX,CENP-X|D9|FAAP10|MHF2|STRA13,centromere protein X,protein-coding
siBAZ2B_3_peak_4190,chr19,18263445,18264209,+,82,NA,promoter-TSS (NM_005027),promoter-TSS (NM_005027),-146,NR_162071,5296,,NM_005027,ENSG00000105647,PIK3R2,MPPH|MPPH1|P85B|p85|p85-BETA|p85beta,phosphoinositide-3-kinase regulatory subunit 2,protein-coding
siBAZ2B_3_peak_6685,chr5,133801445,133802561,+,82,NA,Intergenic,Intergenic,-31265,NR_105044,102546229,,NR_105044,,LINC02999,-,long intergenic non-protein coding RNA 2999,ncRNA
siBAZ2B_3_peak_1865,chr12,53835017,53835669,+,82,NA,promoter-TSS (NM_018457),promoter-TSS (NM_018457),-90,NM_001005354,54458,,NM_018457,ENSG00000205352,PRR13,TXR1,proline rich 13,protein-coding
