,Uniprot,Protein Symbol,Antibody Link,Number of Antibodies,Number of Providers,Number of Ref-ed Antibodies,Article Count,Interactions,GO Score,UV Score,Overall Score,GO Terms
254,Q16236,NFE2L2,None,0,45,0,206,8,13,3,,"['C:centrosome', 'C:chromatin', 'C:cytoplasm', 'C:cytosol', 'C:Golgi apparatus', 'C:mediator complex', 'C:non-membrane-bounded organelle', 'C:nucleoplasm', 'C:nucleus', 'C:plasma membrane', 'C:protein-DNA complex', 'C:RNA polymerase II transcription regulator complex', 'F:DNA binding', 'F:DNA-binding transcription activator activity, RNA polymerase II-specific', 'F:DNA-binding transcription factor activity', 'F:DNA-binding transcription factor activity, RNA polymerase II-specific', 'F:molecular condensate scaffold activity', 'F:protein domain specific binding', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'F:RNA polymerase II-specific DNA-binding transcription factor binding', 'F:sequence-specific DNA binding', 'F:transcription cis-regulatory region binding', 'F:transcription coregulator binding', 'F:ubiquitin protein ligase binding', 'P:aflatoxin catabolic process', 'P:cell redox homeostasis', 'P:cellular response to angiotensin', 'P:cellular response to copper ion', 'P:cellular response to fluid shear stress', 'P:cellular response to glucose starvation', 'P:cellular response to hydrogen peroxide', 'P:cellular response to hypoxia', 'P:cellular response to laminar fluid shear stress', 'P:cellular response to oxidative stress', 'P:cellular response to tumor necrosis factor', 'P:cellular response to xenobiotic stimulus', 'P:endoplasmic reticulum unfolded protein response', 'P:inflammatory response', 'P:integrated stress response signaling', 'P:negative regulation of cardiac muscle cell apoptotic process', 'P:negative regulation of cellular response to hypoxia', 'P:negative regulation of endothelial cell apoptotic process', 'P:negative regulation of ferroptosis', 'P:negative regulation of hematopoietic stem cell differentiation', 'P:negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway', 'P:negative regulation of vascular associated smooth muscle cell migration', 'P:PERK-mediated unfolded protein response', 'P:positive regulation of angiogenesis', 'P:positive regulation of blood coagulation', 'P:positive regulation of blood vessel endothelial cell migration', 'P:positive regulation of DNA-templated transcription', 'P:positive regulation of ERAD pathway', 'P:positive regulation of gene expression', 'P:positive regulation of glucose import', 'P:positive regulation of glutathione biosynthetic process', 'P:positive regulation of neuron projection development', 'P:positive regulation of reactive oxygen species metabolic process', 'P:positive regulation of transcription by RNA polymerase II', 'P:positive regulation of ubiquitin-dependent protein catabolic process', 'P:proteasomal ubiquitin-independent protein catabolic process', 'P:proteasome-mediated ubiquitin-dependent protein catabolic process', 'P:protein ubiquitination', 'P:regulation of cellular response to oxidative stress', 'P:regulation of embryonic development', 'P:regulation of innate immune response', 'P:regulation of removal of superoxide radicals', 'P:regulation of transcription by RNA polymerase II', 'P:response to ischemia', 'P:response to oxidative stress']"
255,Q16650,TBR1,None,0,31,0,0,1,7,-1,,"['C:chromatin', 'C:nucleus', 'F:chromatin DNA binding', 'F:DNA-binding transcription factor activity', 'F:DNA-binding transcription factor activity, RNA polymerase II-specific', 'F:protein kinase binding', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'P:amygdala development', 'P:brain development', 'P:cell fate specification', 'P:cerebral cortex development', 'P:chromatin remodeling', 'P:commitment of neuronal cell to specific neuron type in forebrain', 'P:conditioned taste aversion', 'P:gene expression', 'P:hindbrain development', 'P:negative regulation of DNA-templated transcription', 'P:positive regulation of transcription by RNA polymerase II', 'P:regulation of axon guidance', 'P:regulation of neuron projection development', 'P:regulation of transcription by RNA polymerase II', 'P:specification of animal organ identity']"
256,Q17R98,ZNF827,None,0,10,0,3,1,3,2,,"['C:chromatin', 'C:chromosome, telomeric region', 'C:nucleus', 'C:ribonucleoprotein complex', 'F:DNA binding', 'F:metal ion binding', 'F:NuRD complex binding', 'P:chromatin remodeling', 'P:establishment of protein localization to telomere', 'P:negative regulation of DNA-templated transcription', 'P:negative regulation of shelterin complex assembly', 'P:positive regulation of transcription by RNA polymerase II', 'P:telomere maintenance']"
257,Q17RY0,CPEB4,None,0,23,0,2,4,-3,3,,"['C:cytoplasm', 'C:dendrite', 'C:dendritic spine', 'C:endoplasmic reticulum', 'C:growth cone', 'C:messenger ribonucleoprotein complex', 'C:neuron projection', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'C:postsynaptic density', 'C:synapse', 'F:metal ion binding', ""F:mRNA 3'-UTR binding"", 'F:mRNA regulatory element binding translation repressor activity', 'F:ribosome binding', 'F:RNA binding', 'F:translation factor activity, RNA binding', 'P:cellular response to amino acid stimulus', 'P:cellular response to decreased oxygen levels', 'P:cellular response to glucose starvation', 'P:ionotropic glutamate receptor signaling pathway', 'P:negative regulation of cytoplasmic translation', 'P:negative regulation of neuron apoptotic process', 'P:response to ischemia']"
258,Q27J81,INF2,None,0,28,0,2,7,0,-1,,"['C:actin filament', 'C:perinuclear region of cytoplasm', 'F:actin binding', 'F:small GTPase binding', 'P:actin filament polymerization', 'P:regulation of mitochondrial fission']"
259,Q2LD37,KIAA1109,None,0,7,0,0,1,0,3,,"['C:endoplasmic reticulum membrane', 'C:endoplasmic reticulum-plasma membrane contact site', 'C:membrane', 'C:mitochondrial membrane', 'C:nucleus', 'C:plasma membrane', 'C:presynapse', 'F:phosphatidylethanolamine transfer activity', 'P:endocytic recycling', 'P:endosomal transport', 'P:intermembrane lipid transfer', 'P:phagocytosis', 'P:regulation of cell growth', 'P:regulation of epithelial cell differentiation', 'P:synaptic vesicle endocytosis']"
260,Q2M2I8,AAK1,None,0,38,0,1,4,0,3,,"['C:cell leading edge', 'C:clathrin-coated pit', 'C:clathrin-coated vesicle', 'C:cytosol', 'C:intracellular membrane-bounded organelle', 'C:plasma membrane', 'C:presynapse', 'C:terminal bouton', 'F:AP-2 adaptor complex binding', 'F:ATP binding', 'F:Notch binding', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:membrane organization', 'P:positive regulation of Notch signaling pathway', 'P:presynaptic endocytosis', 'P:protein phosphorylation', 'P:protein stabilization', 'P:regulation of clathrin-dependent endocytosis', 'P:regulation of protein localization']"
261,Q2TAY7,SMU1,None,0,23,0,1,6,-3,3,,"['C:cytoplasm', 'C:nuclear speck', 'C:nucleoplasm', 'C:nucleus', 'C:precatalytic spliceosome', 'C:U2-type precatalytic spliceosome', 'P:mRNA splicing, via spliceosome', 'P:regulation of alternative mRNA splicing, via spliceosome', 'P:RNA splicing']"
262,Q2V2M9,FHOD3,None,0,12,0,0,0,0,-4,,"['C:cytoplasm', 'C:cytoskeleton', 'C:Z disc', 'F:actin filament binding', 'P:cardiac myofibril assembly', 'P:cortical actin cytoskeleton organization', 'P:sarcomere organization']"
263,Q2YD98,UVSSA,None,0,17,0,42,4,1,3,,"['C:chromosome', 'C:nucleoplasm', 'F:RNA polymerase II complex binding', 'P:protein ubiquitination', 'P:response to UV', 'P:transcription-coupled nucleotide-excision repair']"
264,Q32NC0,C18orf21,None,0,10,0,0,1,0,3,,[]
265,Q32P51,HNRNPA1L2,None,0,11,0,0,1,-1,2,,"['C:catalytic step 2 spliceosome', 'C:cytoplasm', ""F:mRNA 3'-UTR binding"", 'P:mRNA splicing, via spliceosome', 'P:mRNA transport']"
266,Q3B7T1,EDRF1,None,0,13,0,0,0,1,3,,"['C:nucleus', 'P:positive regulation of DNA-templated transcription']"
267,Q460N5,PARP14,None,0,19,0,19,1,1,3,,"['C:cytoplasm', 'C:cytosol', 'C:membrane', 'C:nucleus', 'C:plasma membrane', 'F:enzyme binding', 'F:NAD+ ADP-ribosyltransferase activity', 'F:NAD+ binding', 'F:NAD+-protein ADP-ribosyltransferase activity', 'F:nucleotidyltransferase activity', 'F:transcription corepressor activity', 'P:innate immune response', 'P:negative regulation of gene expression', 'P:negative regulation of type II interferon-mediated signaling pathway', 'P:negative regulation of tyrosine phosphorylation of STAT protein', 'P:positive regulation of interleukin-4-mediated signaling pathway', 'P:positive regulation of tyrosine phosphorylation of STAT protein', 'P:protein poly-ADP-ribosylation']"
268,Q4G0N7,FAM229B,None,0,5,0,0,0,0,3,,[]
269,Q4KMP7,TBC1D10B,None,0,21,0,0,4,0,3,,"['C:cytosol', 'C:plasma membrane', 'F:GTPase activator activity', 'P:regulation of GTPase activity', 'P:retrograde transport, endosome to Golgi']"
270,Q53GS7,GLE1,None,0,30,0,1,9,-1,3,,"['C:centriole', 'C:centrosome', 'C:ciliary basal body', 'C:cytoplasm', 'C:cytosol', 'C:extracellular space', 'C:membrane', 'C:nuclear envelope', 'C:nuclear membrane', 'C:nuclear pore', 'C:nuclear pore cytoplasmic filaments', 'C:nucleolus', 'F:identical protein binding', 'F:inositol hexakisphosphate binding', 'F:phospholipid binding', 'F:translation initiation factor binding', 'P:mRNA export from nucleus', 'P:nucleocytoplasmic transport', 'P:poly(A)+ mRNA export from nucleus', 'P:protein transport']"
271,Q5GFL6,VWA2,None,0,21,0,0,2,0,3,,"['C:basement membrane', 'C:extracellular exosome', 'C:extracellular space', 'F:calcium ion binding', 'F:identical protein binding', 'P:calcium-independent cell-matrix adhesion', 'P:regulation of insulin receptor signaling pathway']"
272,Q5JQF8,PABPC1L2A,None,0,6,0,0,1,0,1,,"['C:cytoplasmic stress granule', 'C:cytosol', 'C:extracellular exosome', 'C:nucleus', 'C:ribonucleoprotein complex', ""F:mRNA 3'-UTR binding"", 'F:poly(A) binding', 'F:poly(U) RNA binding']"
273,Q5JQF8,PABPC1L2B,None,0,6,0,0,1,0,1,,"['C:cytoplasmic stress granule', 'C:cytosol', 'C:extracellular exosome', 'C:nucleus', 'C:ribonucleoprotein complex', ""F:mRNA 3'-UTR binding"", 'F:poly(A) binding', 'F:poly(U) RNA binding']"
274,Q5JQF8,PABPC1L2A,None,0,6,0,0,1,0,1,,"['C:cytoplasmic stress granule', 'C:cytosol', 'C:extracellular exosome', 'C:nucleus', 'C:ribonucleoprotein complex', ""F:mRNA 3'-UTR binding"", 'F:poly(A) binding', 'F:poly(U) RNA binding']"
275,Q5JQF8,PABPC1L2B,None,0,6,0,0,1,0,1,,"['C:cytoplasmic stress granule', 'C:cytosol', 'C:extracellular exosome', 'C:nucleus', 'C:ribonucleoprotein complex', ""F:mRNA 3'-UTR binding"", 'F:poly(A) binding', 'F:poly(U) RNA binding']"
276,Q5JTV8,TOR1AIP1,None,0,26,0,2,3,0,3,,"['C:nuclear envelope', 'C:nuclear inner membrane', 'C:nuclear membrane', 'C:nucleus', 'F:ATPase activator activity', 'F:ATPase binding', 'F:cytoskeletal protein binding', 'F:lamin binding', 'P:nuclear membrane organization', 'P:positive regulation of ATP-dependent activity', 'P:protein localization to nuclear envelope', 'P:protein localization to nucleus']"
277,Q5JWF2,GNAS,None,0,43,0,24,11,0,3,,"['C:apical plasma membrane', 'C:cytoplasm', 'C:cytosol', 'C:extracellular exosome', 'C:heterotrimeric G-protein complex', 'C:membrane', 'F:adenylate cyclase activator activity', 'F:beta-2 adrenergic receptor binding', 'F:corticotropin-releasing hormone receptor 1 binding', 'F:D1 dopamine receptor binding', 'F:G-protein beta/gamma-subunit complex binding', 'F:GTP binding', 'F:GTPase activity', 'F:insulin-like growth factor receptor binding', 'F:ionotropic glutamate receptor binding', 'F:metal ion binding', 'F:mu-type opioid receptor binding', 'P:adenylate cyclase-activating dopamine receptor signaling pathway', 'P:adenylate cyclase-activating G protein-coupled receptor signaling pathway', 'P:bone development', 'P:developmental growth', 'P:platelet aggregation', 'P:positive regulation of cold-induced thermogenesis', 'P:sensory perception of chemical stimulus']"
278,Q5SZK8,FREM2,None,0,28,0,1,1,0,3,,"['C:basement membrane', 'C:collagen-containing extracellular matrix', 'C:extracellular exosome', 'C:plasma membrane', 'F:metal ion binding', 'P:anatomical structure morphogenesis', 'P:cell adhesion', 'P:cell communication', 'P:embryonic digit morphogenesis', 'P:eye development', 'P:heart development', 'P:inner ear development', 'P:kidney development', 'P:morphogenesis of an epithelium']"
279,Q5SZL2,CEP85L,None,0,14,0,2,1,0,-4,,"['C:centrosome', 'C:cytoplasm', 'C:pericentriolar material', 'P:neuron migration']"
280,Q5T4S7,UBR4,None,0,27,0,5,5,0,3,,"['C:centrosome', 'C:cytoplasm', 'C:cytosol', 'C:endosome', 'C:ficolin-1-rich granule membrane', 'C:membrane', 'C:nucleoplasm', 'C:plasma membrane', 'C:specific granule membrane', 'C:tertiary granule membrane', 'F:calmodulin binding', 'F:ubiquitin protein ligase activity', 'F:ubiquitin-protein transferase activity', 'F:zinc ion binding', 'P:cytoplasm protein quality control', 'P:cytoplasm protein quality control by the ubiquitin-proteasome system', 'P:endosome organization', 'P:negative regulation of fatty acid biosynthetic process', 'P:positive regulation of autophagy', 'P:proteasome-mediated ubiquitin-dependent protein catabolic process', 'P:protein K11-linked ubiquitination', 'P:protein K27-linked ubiquitination', 'P:protein K48-linked ubiquitination', 'P:ubiquitin-dependent protein catabolic process', 'P:ubiquitin-dependent protein catabolic process via the N-end rule pathway']"
281,Q5T9A4,ATAD3B,None,0,24,0,0,2,0,3,,"['C:ficolin-1-rich granule membrane', 'C:mitochondrial inner membrane', 'C:mitochondrion', 'C:plasma membrane', 'C:secretory granule membrane', 'F:ATP binding', 'F:ATP hydrolysis activity', 'P:mitochondrion organization']"
282,Q5T9A4,ATAD3B,None,0,24,0,0,2,0,3,,"['C:ficolin-1-rich granule membrane', 'C:mitochondrial inner membrane', 'C:mitochondrion', 'C:plasma membrane', 'C:secretory granule membrane', 'F:ATP binding', 'F:ATP hydrolysis activity', 'P:mitochondrion organization']"
283,Q5TC82,RC3H1,None,0,21,0,0,6,1,3,,"['C:cytoplasmic stress granule', 'C:P-body', 'F:CCR4-NOT complex binding', 'F:double-stranded RNA binding', 'F:miRNA binding', ""F:mRNA 3'-UTR binding"", 'F:mRNA binding', 'F:RNA binding', 'F:RNA stem-loop binding', 'F:ubiquitin protein ligase activity', 'F:ubiquitin-protein transferase activity', 'F:zinc ion binding', ""P:3'-UTR-mediated mRNA destabilization"", 'P:B cell homeostasis', 'P:cellular response to interleukin-1', 'P:lymph node development', 'P:negative regulation of activated T cell proliferation', 'P:negative regulation of B cell proliferation', 'P:negative regulation of germinal center formation', 'P:negative regulation of T-helper 17 cell differentiation', 'P:negative regulation of T-helper cell differentiation', 'P:nuclear-transcribed mRNA catabolic process', 'P:nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay', 'P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', 'P:P-body assembly', 'P:positive regulation of non-canonical NF-kappaB signal transduction', 'P:post-transcriptional regulation of gene expression', 'P:protein polyubiquitination', 'P:regulation of germinal center formation', 'P:regulation of miRNA metabolic process', 'P:regulation of mRNA stability', 'P:regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay', 'P:regulation of T cell receptor signaling pathway', 'P:spleen development', 'P:T cell homeostasis', 'P:T cell proliferation', 'P:T cell receptor signaling pathway', 'P:T follicular helper cell differentiation', 'P:ubiquitin-dependent protein catabolic process']"
284,Q5VT06,CEP350,None,0,21,0,1,7,0,3,,"['C:cell projection', 'C:centriole', 'C:centrosome', 'C:cytoplasm', 'C:membrane', 'C:nucleus', 'C:spindle', 'F:microtubule binding', 'P:microtubule anchoring', 'P:non-motile cilium assembly', 'P:protein localization to centrosome']"
285,Q5VT25,CDC42BPA,None,0,35,0,0,4,-2,2,,"['C:actomyosin', 'C:cell leading edge', 'C:cell-cell junction', 'C:cytoplasm', 'C:cytoskeleton', 'C:cytosol', 'C:extracellular exosome', 'C:lamellipodium', 'F:ATP binding', 'F:identical protein binding', 'F:magnesium ion binding', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:actin cytoskeleton organization', 'P:actomyosin structure organization', 'P:cell migration', 'P:protein phosphorylation']"
286,Q5VTT5,MYOM3,None,0,19,0,0,6,0,3,,"['C:M band', 'F:protein homodimerization activity', 'P:sarcomere organization']"
287,Q5VU43,PDE4DIP,None,0,23,0,3,7,0,3,,"['C:centrosome', 'C:cytoplasm', 'C:Golgi apparatus', 'C:myofibril', 'C:nucleus', 'F:enzyme binding', 'F:molecular adaptor activity', 'P:astral microtubule organization', 'P:centrosome cycle', 'P:positive regulation of microtubule nucleation', 'P:protein-containing complex assembly', 'P:regulation of Golgi organization']"
