,Uniprot,Protein Symbol,Antibody Link,Number of Antibodies,Number of Providers,Article Count,Interactions,GO Score,Overall Score,GO Terms
301,Q6PIJ6,FBXO38,https://www.antibodypedia.com/gene/27733/FBXO38,71,14.0,33,1,0,0.24478211486105747,"['GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0019005', 'GO:1990756', 'GO:0002250', 'GO:0010976', 'GO:0050870', 'GO:0002842', 'GO:0070936', 'GO:0031146']"
302,Q6PKX4,DOK6,https://www.antibodypedia.com/gene/23216/DOK6,165,25.0,17,1,0,0.4087762537921641,"['GO:0005737', 'GO:0005829', 'GO:0007169', 'GO:0043410', 'GO:0007265']"
303,Q6R327,RICTOR,https://www.antibodypedia.com/gene/23075/RICTOR,646,40.0,1251,6,0,0.9649013305339675,"['GO:0005829', 'GO:0005794', 'GO:0031932', 'GO:0060090', 'GO:0019901', 'GO:0043539', 'GO:0043022', 'GO:0030036', 'GO:0031669', 'GO:0007010', 'GO:0009792', 'GO:0043066', 'GO:0018105', 'GO:0030838', 'GO:0030307', 'GO:0001938', 'GO:0050731', 'GO:0051897', 'GO:0032008', 'GO:0032956', 'GO:2000114', 'GO:0010468', 'GO:0050727', 'GO:0033135', 'GO:0051896', 'GO:0038203']"
304,Q6XZF7,DNMBP,https://www.antibodypedia.com/gene/31117/DNMBP,152,24.0,41,4,0,0.8412001454377285,"['GO:0005911', 'GO:0005737', 'GO:0005856', 'GO:0005829', 'GO:0005794', 'GO:0005795', 'GO:0098793', 'GO:0045202', 'GO:0005085', 'GO:0060271', 'GO:0035556', 'GO:0008360', 'GO:0051056']"
305,Q6ZRS2,SRCAP,https://www.antibodypedia.com/gene/27413/SRCAP,80,22.0,173,10,4,3.3559790195276937,"['GO:0005794', 'GO:0016604', 'GO:0005654', 'GO:0000786', 'GO:0005634', 'GO:0048471', 'GO:0032991', 'GO:0000812', 'GO:0005524', 'GO:0016887', 'GO:0140658', 'GO:0003677', 'GO:0004386', 'GO:0004402', 'GO:0042393', 'GO:0003713', 'GO:0006338', 'GO:0006355', 'GO:0006357']"
306,Q6ZSR9,,,0,0.0,0,0,0,0.0,[]
307,Q6ZSZ5,ARHGEF18,https://www.antibodypedia.com/gene/24427/ARHGEF18,281,30.0,36,2,0,0.7372272128797068,"['GO:0045177', 'GO:0016324', 'GO:0030054', 'GO:0005856', 'GO:0005829', 'GO:0070062', 'GO:0005886', 'GO:0005085', 'GO:0046872', 'GO:0030036', 'GO:0051497', 'GO:0150105', 'GO:0008360', 'GO:0035023', 'GO:0007264']"
308,Q6ZWH5,NEK10,https://www.antibodypedia.com/gene/27441/NEK10,71,23.0,37,0,0,0.08391336939061997,"['GO:0005576', 'GO:1902911', 'GO:0005524', 'GO:0046872', 'GO:0004672', 'GO:0106310', 'GO:0004674', 'GO:0120197', 'GO:0043406', 'GO:0031954', 'GO:0006468', 'GO:1902749', 'GO:0070372']"
309,Q71F23,CENPU,https://www.antibodypedia.com/gene/17397/CENPU,292,30.0,63,8,0,1.6785931931463727,"['GO:0034451', 'GO:0005829', 'GO:0000939', 'GO:0005654', 'GO:0005634', 'GO:0043009', 'GO:0007059']"
310,Q71UM5,RPS27L,https://www.antibodypedia.com/gene/42798/RPS27L,85,24.0,28,8,-2,0.4785341471724138,"['GO:0022627', 'GO:0005634', 'GO:0008656', 'GO:0046872', 'GO:0003723', 'GO:0003735', 'GO:0008494', 'GO:0006919', 'GO:0006978', 'GO:0042771', 'GO:0031571', 'GO:0045727', 'GO:0000028', 'GO:0006412']"
311,Q75QN2,INTS8,https://www.antibodypedia.com/gene/25892/INTS8,43,17.0,22,7,0,1.154442881949461,"['GO:0032039', 'GO:0005654', 'GO:0005634', 'GO:0034243', 'GO:0034472', 'GO:0016180']"
312,Q76FK4,NOL8,https://www.antibodypedia.com/gene/43737/NOL8,115,21.0,10,2,-1,0.04373732253967433,"['GO:0005694', 'GO:0005730', 'GO:0003723', 'GO:1902570', 'GO:0006364']"
313,Q76N89,HECW1,https://www.antibodypedia.com/gene/1996/HECW1,48,15.0,30,1,0,0.2102845095853858,"['GO:0005737', 'GO:0005829', 'GO:0061630', 'GO:0090090', 'GO:0016567', 'GO:0048814', 'GO:0006511']"
314,Q7LBC6,KDM3B,https://www.antibodypedia.com/gene/14936/KDM3B,357,37.0,71,5,3,2.6477760258133562,"['GO:0000785', 'GO:0000118', 'GO:0005654', 'GO:0016209', 'GO:0031490', 'GO:0032454', 'GO:0140683', 'GO:0046872', 'GO:0003712', 'GO:0006357']"
315,Q7Z3J3,RGPD4,https://www.antibodypedia.com/gene/81607/RGPD4,0,0.0,6,2,0,0.31034169987467125,"['GO:0005737', 'GO:0005643', 'GO:0006607']"
316,Q7Z3V4,UBE3B,https://www.antibodypedia.com/gene/30872/UBE3B,79,18.0,43,6,0,1.0375548327125728,"['GO:0061630', 'GO:0000209', 'GO:0006511']"
317,Q7Z401,DENND4A,https://www.antibodypedia.com/gene/26036/DENND4A,38,15.0,26,0,2,0.9359594453463185,"['GO:0031410', 'GO:0005829', 'GO:0005634', 'GO:0003677', 'GO:0005085', 'GO:0006355', 'GO:0032483']"
318,Q7Z4L5,TTC21B,https://www.antibodypedia.com/gene/47994/TTC21B,45,8.0,73,4,1,1.0913496028151086,"['GO:0097542', 'GO:0005929', 'GO:0005737', 'GO:0005856', 'GO:0030991', 'GO:0003682', 'GO:0060020', 'GO:0021702', 'GO:0060271', 'GO:0021798', 'GO:0035721', 'GO:1903999', 'GO:0090263', 'GO:0010628', 'GO:0061512', 'GO:0097499', 'GO:1905799', 'GO:0008589', 'GO:0006357', 'GO:0007224', 'GO:0021591']"
319,Q7Z5H3,ARHGAP22,https://www.antibodypedia.com/gene/58456/ARHGAP22,149,25.0,32,1,0,0.3708693920817028,"['GO:0005829', 'GO:0005925', 'GO:0098978', 'GO:0005634', 'GO:0005096', 'GO:0001525', 'GO:0030154', 'GO:0099175', 'GO:0051056', 'GO:0007165']"
320,Q7Z6M4,MTERF4,https://www.antibodypedia.com/gene/34543/MTERF4,59,18.0,31,3,2,1.4384553602710863,"['GO:0005829', 'GO:0005762', 'GO:0005759', 'GO:0005739', 'GO:0003690', 'GO:0019843', 'GO:0043010', 'GO:0007507', 'GO:0061668', 'GO:0006390', 'GO:0006626', 'GO:0006355', 'GO:0006364']"
321,Q7Z7A1,CNTRL,https://www.antibodypedia.com/gene/30137/CNTRL,34,12.0,75,2,0,0.3087830364520226,"['GO:0034451', 'GO:0120103', 'GO:0005813', 'GO:0005829', 'GO:0090543', 'GO:0090619', 'GO:0016020', 'GO:0005815', 'GO:0097431', 'GO:0048471', 'GO:0035904', 'GO:0051301', 'GO:0060976', 'GO:0001822', 'GO:0003281']"
322,Q7Z7L1,SLFN11,https://www.antibodypedia.com/gene/15596/SLFN11,56,16.0,174,0,2,0.8443988753391343,"['GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0090734', 'GO:0005524', 'GO:0016887', 'GO:0003677', 'GO:0004519', 'GO:0004386', 'GO:0000049', 'GO:0006338', 'GO:0051607', 'GO:0006974', 'GO:0002376', 'GO:0008156', 'GO:2000134', 'GO:0043111']"
323,Q86SX6,GLRX5,https://www.antibodypedia.com/gene/47425/GLRX5,139,24.0,78,3,0,0.6325910104300151,"['GO:0030425', 'GO:1990229', 'GO:0005759', 'GO:0005739', 'GO:0043025', 'GO:0051537', 'GO:0046872', 'GO:0044571', 'GO:0045454', 'GO:0030097', 'GO:0006879', 'GO:0016226', 'GO:0106034', 'GO:0106035']"
324,Q86TB9,PATL1,https://www.antibodypedia.com/gene/49853/PATL1,86,19.0,34,4,0,0.7408975630024175,"['GO:0036464', 'GO:0005829', 'GO:0016607', 'GO:0000932', 'GO:0016605', 'GO:0034046', 'GO:0008266', 'GO:0003723', 'GO:0000290', 'GO:0033962']"
325,Q86TD4,SRL,https://www.antibodypedia.com/gene/55440/SRL,38,12.0,2142,14,0,0.5240538174163742,"['GO:0033018', 'GO:0033017', 'GO:0005525']"
326,Q86UF2,CTAGE6,https://www.antibodypedia.com/gene/70774/CTAGE6,50,11.0,0,0,0,0.08030339240031278,"['GO:0070971', 'GO:0005789', 'GO:0006888', 'GO:0009306', 'GO:0035459']"
327,Q86UL8,MAGI2,https://www.antibodypedia.com/gene/2880/MAGI2,261,32.0,300,4,0,0.805439406145641,"['GO:0005923', 'GO:0005911', 'GO:0005814', 'GO:0005813', 'GO:0097546', 'GO:0005737', 'GO:0030425', 'GO:0005770', 'GO:0005634', 'GO:0048471', 'GO:0001917', 'GO:0001750', 'GO:0005886', 'GO:0014069', 'GO:0032991', 'GO:0036057', 'GO:0045202', 'GO:0031697', 'GO:0019902', 'GO:0030159', 'GO:0046332', 'GO:0070699', 'GO:1990090', 'GO:0072583', 'GO:0032926', 'GO:0030336', 'GO:0008285', 'GO:0051898', 'GO:0038180', 'GO:0007399', 'GO:0003402', 'GO:0072015', 'GO:0010976', 'GO:0032516', 'GO:0002092', 'GO:0043113', 'GO:0007165', 'GO:0060395']"
328,Q86US8,SMG6,https://www.antibodypedia.com/gene/50527/SMG6,66,13.0,117,7,1,1.5621000997697376,"['GO:0000781', 'GO:0005737', 'GO:0005829', 'GO:0005730', 'GO:0005634', 'GO:0005697', 'GO:0070182', 'GO:0046872', 'GO:0043021', 'GO:0003723', 'GO:0004521', 'GO:0070034', 'GO:0042162', 'GO:0006406', 'GO:1904354', 'GO:0000184', 'GO:0035303', 'GO:0051972', 'GO:0032204', 'GO:0032210']"
329,Q86UU1,PHLDB1,https://www.antibodypedia.com/gene/45815/PHLDB1,68,14.0,50,3,0,0.5413517753539784,"['GO:0045180', 'GO:0005829', 'GO:0045171', 'GO:0043231', 'GO:0005886', 'GO:1904261', 'GO:0010717', 'GO:0010470', 'GO:0070507']"
330,Q86UV5,USP48,https://www.antibodypedia.com/gene/29995/USP48,197,27.0,73,6,0,1.2026512864925885,"['GO:0005929', 'GO:0005829', 'GO:0005739', 'GO:0005654', 'GO:0005634', 'GO:0004843', 'GO:0004197', 'GO:0101005', 'GO:0006508']"
331,Q86V85,GPR180,https://www.antibodypedia.com/gene/53993/GPR180,178,27.0,17,0,0,0.27204233065043754,"['GO:0016020', 'GO:0007186', 'GO:0019236']"
332,Q86W92,PPFIBP1,https://www.antibodypedia.com/gene/1098/PPFIBP1,156,28.0,37,2,0,0.5356547468027674,"['GO:0005829', 'GO:0005925', 'GO:0005886', 'GO:0048786', 'GO:0045296', 'GO:0007155', 'GO:0007528']"
333,Q86WX3,RPS19BP1,https://www.antibodypedia.com/gene/51530/RPS19BP1,130,24.0,16,1,0,0.3533778641881026,"['GO:0005829', 'GO:0005730', 'GO:0005654', 'GO:0032040', 'GO:0019899', 'GO:0003723', 'GO:0042274']"
334,Q86WZ6,ZNF227,https://www.antibodypedia.com/gene/17695/ZNF227,150,23.0,2,0,3,1.5834209257018836,"['GO:0005634', 'GO:0001228', 'GO:0046872', 'GO:0000978', 'GO:0006357']"
335,Q86XI2,NCAPG2,https://www.antibodypedia.com/gene/10695/NCAPG2,137,21.0,45,14,2,3.286073718173257,"['GO:0000794', 'GO:0000796', 'GO:0016020', 'GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:0043425', 'GO:0035064', 'GO:0051301', 'GO:0030261', 'GO:0030218', 'GO:0001833', 'GO:0000070', 'GO:1905821', 'GO:0051984', 'GO:1905820', 'GO:0006366']"
336,Q86Y13,DZIP3,https://www.antibodypedia.com/gene/32388/DZIP3,161,20.0,17,0,0,0.2447391772343312,"['GO:0005737', 'GO:0046872', 'GO:0019902', 'GO:0031593', 'GO:0003723', 'GO:0061630', 'GO:0004842', 'GO:0000209']"
337,Q86Y56,DNAAF5,https://www.antibodypedia.com/gene/10790/DNAAF5,82,17.0,13,5,0,0.9091797833755059,"['GO:0005737', 'GO:0120293', 'GO:0045505', 'GO:0003341', 'GO:0036159', 'GO:0036158']"
338,Q8IUC1,KRTAP11-1,https://www.antibodypedia.com/gene/22495/KRTAP11-1,67,20.0,9,0,0,0.10028068013100243,"['GO:0005829', 'GO:0045095', 'GO:0005198']"
339,Q8IUZ5,PHYKPL,https://www.antibodypedia.com/gene/29429/PHYKPL,146,25.0,0,0,0,0.23448590580891332,"['GO:0005759', 'GO:0042802', 'GO:0016829', 'GO:0030170', 'GO:0008483']"
340,Q8IVF4,DNAH10,https://www.antibodypedia.com/gene/52600/DNAH10,13,7.0,25,2,0,0.3157548654517618,"['GO:0097729', 'GO:0005930', 'GO:0030286', 'GO:0005874', 'GO:0005524', 'GO:0016887', 'GO:0045505', 'GO:0051959', 'GO:0008569', 'GO:0060294']"
341,Q8IVT2,MISP,https://www.antibodypedia.com/gene/22380/MISP,115,20.0,118,1,0,0.24626036869995283,"['GO:0005884', 'GO:0005938', 'GO:0005925', 'GO:0043231', 'GO:0005886', 'GO:0031616', 'GO:0051015', 'GO:0051301', 'GO:0016477', 'GO:0051660', 'GO:0000132', 'GO:0090307', 'GO:0051640', 'GO:1904776']"
342,Q8IVV7,GID4,https://www.antibodypedia.com/gene/25602/GID4,83,17.0,28,4,0,0.7409632699153432,"['GO:0000151', 'GO:0061630', 'GO:0043161']"
343,Q8IWA0,WDR75,https://www.antibodypedia.com/gene/52112/WDR75,23,11.0,7,11,-1,1.3169362822438417,"['GO:0005730', 'GO:0005654', 'GO:0032040', 'GO:0003723', 'GO:2000234', 'GO:0045943', 'GO:0042274', 'GO:0006364']"
344,Q8IWR0,ZC3H7A,https://www.antibodypedia.com/gene/24731/ZC3H7A,133,22.0,3,1,0,0.36877787372216764,"['GO:0005634', 'GO:0046872', 'GO:0035198', 'GO:0003723', 'GO:0035196', 'GO:0010608']"
345,Q8IX18,DHX40,https://www.antibodypedia.com/gene/52618/DHX40,28,12.0,10,4,0,0.6672812696458325,"['GO:0005524', 'GO:0016887', 'GO:0004386', 'GO:0003723', 'GO:0003724']"
346,Q8IX30,SCUBE3,https://www.antibodypedia.com/gene/29465/SCUBE3,175,26.0,58,1,0,0.3914635441497728,"['GO:0009986', 'GO:0005615', 'GO:0005886', 'GO:0036122', 'GO:0070700', 'GO:0005509', 'GO:0042802', 'GO:0030513', 'GO:0045669', 'GO:0007165']"
347,Q8IY50,SLC35F3,https://www.antibodypedia.com/gene/34691/SLC35F3,43,16.0,18,0,0,0.054409186093435605,"['GO:0016020', 'GO:0015888']"
348,Q8IZ69,TRMT2A,https://www.antibodypedia.com/gene/250/TRMT2A,343,25.0,11,10,-2,1.2219630085843192,"['GO:0005829', 'GO:0008169', 'GO:0003723', 'GO:0030697', 'GO:0032259', 'GO:0006397', 'GO:0008033']"
349,Q8IZL8,PELP1,https://www.antibodypedia.com/gene/23315/PELP1,289,32.0,164,5,0,1.1187240814130317,"['GO:0005737', 'GO:0000791', 'GO:0016020', 'GO:0071339', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0003682', 'GO:0003723', 'GO:0032183', 'GO:0071391', 'GO:0045944', 'GO:0006364']"
350,Q8N0Y7,PGAM4,https://www.antibodypedia.com/gene/67001/PGAM4,116,13.0,8,5,0,0.9678560155885056,"['GO:0070062', 'GO:0097228', 'GO:0046538', 'GO:0004082', 'GO:0016787', 'GO:0004619', 'GO:0006096', 'GO:1902093']"
351,Q8N122,RPTOR,https://www.antibodypedia.com/gene/4616/RPTOR,607,43.0,567,11,2,3.143186981484605,"['GO:0005737', 'GO:0010494', 'GO:0005829', 'GO:0030425', 'GO:0005765', 'GO:0005764', 'GO:0043025', 'GO:0005654', 'GO:0031931', 'GO:0071889', 'GO:0140767', 'GO:0030295', 'GO:0019901', 'GO:0030291', 'GO:0044877', 'GO:0030674', 'GO:0031267', 'GO:0071230', 'GO:0071333', 'GO:0071456', 'GO:0071233', 'GO:0031669', 'GO:0071470', 'GO:0009267', 'GO:0006974', 'GO:0010507', 'GO:0030307', 'GO:0001938', 'GO:1900087', 'GO:0045821', 'GO:0046889', 'GO:1901331', 'GO:0045672', 'GO:1905857', 'GO:0033138', 'GO:0010800', 'GO:0032008', 'GO:0045945', 'GO:0010506', 'GO:0001558', 'GO:0008361', 'GO:0009410', 'GO:0035176', 'GO:0031929', 'GO:0038202']"
352,Q8N1G0,ZNF687,https://www.antibodypedia.com/gene/20323/ZNF687,85,20.0,23,2,2,1.3291121997627005,"['GO:0005829', 'GO:0005654', 'GO:0003677', 'GO:0003700', 'GO:0046872']"
353,Q8N1I0,DOCK4,https://www.antibodypedia.com/gene/31488/DOCK4,148,22.0,112,10,0,1.7226597646333743,"['GO:0005737', 'GO:0005829', 'GO:0005794', 'GO:0016020', 'GO:0005730', 'GO:0005886', 'GO:0032420', 'GO:0032421', 'GO:0005096', 'GO:0005085', 'GO:0030165', 'GO:0030971', 'GO:0017124', 'GO:0031267', 'GO:0060326', 'GO:1904694', 'GO:1904754', 'GO:0007264']"
354,Q8N3D4,EHBP1L1,https://www.antibodypedia.com/gene/51069/EHBP1L1,10,7.0,19,4,0,0.6310461826963032,"['GO:0005768', 'GO:0016020']"
355,Q8N3P4,VPS8,https://www.antibodypedia.com/gene/33827/VPS8,79,20.0,52,5,0,0.872616161861348,"['GO:0033263', 'GO:0005769', 'GO:0030897', 'GO:0005770', 'GO:0046872', 'GO:0034058', 'GO:0006623', 'GO:0035542']"
356,Q8N442,GUF1,https://www.antibodypedia.com/gene/1337/GUF1,132,25.0,15,2,-2,-0.3810756889760931,"['GO:0005743', 'GO:0005759', 'GO:0005739', 'GO:0005525', 'GO:0003924', 'GO:0097177', 'GO:0045727', 'GO:0006412']"
357,Q8N6Q8,METTL25,https://www.antibodypedia.com/gene/51966/METTL25,93,11.0,2,0,0,0.14773633971226693,"['GO:0008168', 'GO:0032259']"
358,Q8N7X0,ADGB,https://www.antibodypedia.com/gene/50988/ADGB,16,8.0,34,0,0,-0.0019784070212518733,"['GO:0097227', 'GO:0097225', 'GO:0004198', 'GO:0020037', 'GO:0046872', 'GO:0019825', 'GO:0006508', 'GO:0007286']"
359,Q8N7X1,RBMXL3,https://www.antibodypedia.com/gene/81874/RBMXL3,1,1.0,5,1,-1,-0.29289729191805963,"['GO:0005689', 'GO:0003729', 'GO:0017069', 'GO:0000398']"
360,Q8N8A6,DDX51,https://www.antibodypedia.com/gene/32048/DDX51,115,23.0,9,12,-1,1.6206793592739102,"['GO:0016020', 'GO:0005730', 'GO:0005634', 'GO:0005524', 'GO:0016887', 'GO:0003723', 'GO:0003724', 'GO:0006364']"
361,Q8N8V4,ANKS4B,https://www.antibodypedia.com/gene/50456/ANKS4B,66,15.0,15,0,0,0.09379070182605172,"['GO:0005903', 'GO:0005789', 'GO:0005902', 'GO:0005886', 'GO:1904970', 'GO:0030154', 'GO:1904106', 'GO:0065003', 'GO:0034976']"
362,Q8NCM8,DYNC2H1,https://www.antibodypedia.com/gene/51715/DYNC2H1,50,12.0,122,5,0,0.7690612389381479,"['GO:0097729', 'GO:0045177', 'GO:0005930', 'GO:0097542', 'GO:0005929', 'GO:0005868', 'GO:0070062', 'GO:0005794', 'GO:0005874', 'GO:0005886', 'GO:0005524', 'GO:0016887', 'GO:0003774', 'GO:0045505', 'GO:0051959', 'GO:0008569', 'GO:0060294', 'GO:0060976', 'GO:0007368', 'GO:0009953', 'GO:0030326', 'GO:0030900', 'GO:0007030', 'GO:0035721', 'GO:0001822', 'GO:1905515', 'GO:0045880', 'GO:0061512', 'GO:0016485', 'GO:0021522']"
363,Q8ND04,SMG8,https://www.antibodypedia.com/gene/31075/SMG8,52,17.0,22,5,0,0.8536718822499015,"['GO:0005829', 'GO:0000184', 'GO:0045859']"
364,Q8ND83,SLAIN1,https://www.antibodypedia.com/gene/24633/SLAIN1,146,27.0,14,0,0,0.22309011474270957,"['GO:0005737', 'GO:0005856', 'GO:0031122', 'GO:0007020', 'GO:0031116']"
365,Q8NE22,SETD9,https://www.antibodypedia.com/gene/54936/SETD9,105,14.0,3,0,0,0.1661951688121846,"['GO:0005654', 'GO:0016278', 'GO:0032259', 'GO:1901796']"
366,Q8NE35,CPEB3,https://www.antibodypedia.com/gene/30391/CPEB3,111,18.0,131,2,-5,-1.8533641012717441,"['GO:0097440', 'GO:0030014', 'GO:0005737', 'GO:0005829', 'GO:0030425', 'GO:1990124', 'GO:0030496', 'GO:0043005', 'GO:0005654', 'GO:0005634', 'GO:0005886', 'GO:0014069', 'GO:0045202', 'GO:0035925', 'GO:0003730', 'GO:0000900', 'GO:0043022', 'GO:0003723', 'GO:0035613', 'GO:0008135', 'GO:0061158', 'GO:0071230', 'GO:0007616', 'GO:2000766', 'GO:1900248', 'GO:0000122', 'GO:0017148', 'GO:0060999', 'GO:1900153', 'GO:0060213', 'GO:0045727', 'GO:0060998', 'GO:0048167']"
367,Q8NEM2,SHCBP1,https://www.antibodypedia.com/gene/43856/SHCBP1,110,19.0,77,14,0,2.3205698847378775,"['GO:0005737', 'GO:0030496', 'GO:0005819', 'GO:0042169', 'GO:0008543', 'GO:2000177']"
368,Q8NEY1,NAV1,https://www.antibodypedia.com/gene/3226/NAV1,78,21.0,7724,2,0,-5.846721825763736,"['GO:0043194', 'GO:0005737', 'GO:0005874', 'GO:0015630', 'GO:0016887', 'GO:0001578', 'GO:0001764']"
369,Q8NEZ4,KMT2C,https://www.antibodypedia.com/gene/33048/KMT2C,85,22.0,534,12,3,2.9373401170554287,"['GO:0005829', 'GO:0035097', 'GO:0044666', 'GO:0005654', 'GO:0005634', 'GO:0016746', 'GO:0003677', 'GO:0042800', 'GO:0140945', 'GO:0140999', 'GO:0042054', 'GO:0046872', 'GO:0003723', 'GO:0003713', 'GO:0032259', 'GO:0045944', 'GO:0051602']"
370,Q8NEZ5,FBXO22,https://www.antibodypedia.com/gene/27397/FBXO22,182,24.0,67,2,0,0.5529929585662077,"['GO:0005829', 'GO:0005634', 'GO:0030018', 'GO:0004842', 'GO:0009267', 'GO:0006913', 'GO:0032436', 'GO:0043161', 'GO:0036211', 'GO:0000209', 'GO:0048742', 'GO:0006511']"
371,Q8NHW5,,,0,0.0,0,0,-1,-0.4480462395510867,"['GO:0022625', 'GO:0070180', 'GO:0003735', 'GO:0002181', 'GO:0042254']"
372,Q8TB36,GDAP1,https://www.antibodypedia.com/gene/2988/GDAP1,121,22.0,235,4,0,0.6334989373749969,"['GO:0005829', 'GO:0016020', 'GO:0005741', 'GO:0005739', 'GO:0005634', 'GO:0005778', 'GO:0071305', 'GO:0000266', 'GO:0008053', 'GO:0006626', 'GO:0032526']"
373,Q8TD47,RPS4Y2,https://www.antibodypedia.com/gene/75451/RPS4Y2,26,10.0,11,0,-1,-0.41524231134065553,"['GO:0022627', 'GO:0003723', 'GO:0019843', 'GO:0003735', 'GO:0006412']"
374,Q8TEW0,PARD3,https://www.antibodypedia.com/gene/26597/PARD3,254,34.0,388,5,0,0.8801790496735529,"['GO:0005912', 'GO:0043296', 'GO:0016324', 'GO:0005923', 'GO:0005938', 'GO:0030054', 'GO:0005911', 'GO:0005856', 'GO:0005829', 'GO:0012505', 'GO:0033269', 'GO:0120157', 'GO:0005886', 'GO:0070160', 'GO:0035091', 'GO:0005547', 'GO:0032266', 'GO:0005546', 'GO:0008356', 'GO:0007409', 'GO:0070830', 'GO:0007155', 'GO:0030010', 'GO:0051660', 'GO:0090162', 'GO:0007163', 'GO:0045197', 'GO:0000226', 'GO:0022011', 'GO:0010801', 'GO:0031643', 'GO:0007205', 'GO:0008104', 'GO:0006612', 'GO:0065003']"
375,Q8TF72,SHROOM3,https://www.antibodypedia.com/gene/62376/SHROOM3,52,19.0,105,1,0,0.15565990026560506,"['GO:0005912', 'GO:0043296', 'GO:0016324', 'GO:0030864', 'GO:0005856', 'GO:0005874', 'GO:0051015', 'GO:0007015', 'GO:0045176', 'GO:0000902', 'GO:0043482', 'GO:0007389', 'GO:0008360']"
376,Q8WUM0,NUP133,https://www.antibodypedia.com/gene/34676/NUP133,133,27.0,97,11,1,2.316437567772536,"['GO:0005829', 'GO:0000776', 'GO:0016020', 'GO:0005635', 'GO:0031965', 'GO:0005643', 'GO:0031080', 'GO:0017056', 'GO:0006406', 'GO:0072006', 'GO:0021915', 'GO:0022008', 'GO:0006999', 'GO:0006913', 'GO:0048339', 'GO:0016973', 'GO:0006606', 'GO:0061053', 'GO:0000972']"
377,Q8WVH0,CPLX3,https://www.antibodypedia.com/gene/43203/CPLX3,134,21.0,35,0,0,0.18672361396732887,"['GO:0005829', 'GO:0098684', 'GO:0048787', 'GO:0031201', 'GO:0030672', 'GO:0043195', 'GO:0005326', 'GO:0000149', 'GO:0019905', 'GO:0030073', 'GO:0046928', 'GO:0031630', 'GO:0016079', 'GO:0007601']"
378,Q8WVJ2,NUDCD2,https://www.antibodypedia.com/gene/45873/NUDCD2,78,20.0,7,2,0,0.4348010069430018,"['GO:0005813', 'GO:0005737', 'GO:0005829', 'GO:0045171', 'GO:0000776', 'GO:0015630', 'GO:0072686', 'GO:0000922', 'GO:0051082', 'GO:0006457']"
379,Q8WVK7,SKA2,https://www.antibodypedia.com/gene/31070/SKA2,127,23.0,87,2,0,0.4483795254027155,"['GO:0005829', 'GO:0000776', 'GO:0000940', 'GO:0005876', 'GO:0008017', 'GO:0051315', 'GO:0051301', 'GO:0007059', 'GO:0000278', 'GO:0000070', 'GO:0031110']"
380,Q8WWK9,CKAP2,https://www.antibodypedia.com/gene/1993/CKAP2,132,23.0,80,9,1,2.0134436358875902,"['GO:0005813', 'GO:0005737', 'GO:0005874', 'GO:0015630', 'GO:0072686', 'GO:0000922', 'GO:0006915', 'GO:0000281', 'GO:0007026', 'GO:0045944']"
381,Q8WXH0,SYNE2,https://www.antibodypedia.com/gene/189/SYNE2,185,22.0,160,15,0,2.5310770171830894,"['GO:0005737', 'GO:0070062', 'GO:0031527', 'GO:0005925', 'GO:0045111', 'GO:0031258', 'GO:0034993', 'GO:0005739', 'GO:0005635', 'GO:0031981', 'GO:0031965', 'GO:0005640', 'GO:0005654', 'GO:0005634', 'GO:0016529', 'GO:0033017', 'GO:0030018', 'GO:0003779', 'GO:0140444', 'GO:0051642', 'GO:0007097', 'GO:0031022', 'GO:0021817', 'GO:0030335', 'GO:1902017']"
382,Q8WYB5,KAT6B,https://www.antibodypedia.com/gene/1807/KAT6B,76,21.0,167,6,8,4.516172396133729,"['GO:0000785', 'GO:0070776', 'GO:0005654', 'GO:0000786', 'GO:0005634', 'GO:0003682', 'GO:0003677', 'GO:0004402', 'GO:0010484', 'GO:0036408', 'GO:0046872', 'GO:0061733', 'GO:0003713', 'GO:0003712', 'GO:0045892', 'GO:0006334', 'GO:0045893', 'GO:0045944', 'GO:0050793', 'GO:0006355', 'GO:1903706', 'GO:0006357']"
383,Q8WZ42,TTN,https://www.antibodypedia.com/gene/2056/TTN,209,27.0,2275,34,-1,3.3946412680615787,"['GO:0000794', 'GO:0005829', 'GO:0070062', 'GO:0005576', 'GO:0031674', 'GO:0031430', 'GO:0005865', 'GO:0030018', 'GO:0051015', 'GO:0042805', 'GO:0005524', 'GO:0005509', 'GO:0005516', 'GO:0019899', 'GO:0042802', 'GO:0051371', 'GO:0002020', 'GO:0042803', 'GO:0019901', 'GO:0019887', 'GO:0106310', 'GO:0004674', 'GO:0004713', 'GO:0008307', 'GO:0097493', 'GO:0031433', 'GO:0055013', 'GO:0060048', 'GO:0003300', 'GO:0055008', 'GO:0055003', 'GO:0035995', 'GO:0007076', 'GO:0006936', 'GO:0010628', 'GO:0050714', 'GO:0010737', 'GO:0051592', 'GO:0045214', 'GO:0048769', 'GO:0030241', 'GO:0030240', 'GO:0006941']"
