,Uniprot,Protein Symbol,Antibody Link,Number of Antibodies,Number of Providers,Article Count,Interactions,GO Score,UV Score,Overall Score,GO Terms
308,Q6ZWH5,NEK10,https://www.antibodypedia.com/gene/27441/NEK10,71,23,37,0,0,1,1.3544555151707378,"['C:extracellular region', 'C:protein kinase complex', 'F:ATP binding', 'F:metal ion binding', 'F:protein kinase activity', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:mucociliary clearance', 'P:positive regulation of MAP kinase activity', 'P:positive regulation of protein autophosphorylation', 'P:protein phosphorylation', 'P:regulation of cell cycle G2/M phase transition', 'P:regulation of ERK1 and ERK2 cascade']"
309,Q71F23,CENPU,https://www.antibodypedia.com/gene/17397/CENPU,292,30,63,8,0,1,2.949072691830903,"['C:centriolar satellite', 'C:cytosol', 'C:inner kinetochore', 'C:nucleoplasm', 'C:nucleus', 'P:chordate embryonic development', 'P:chromosome segregation']"
310,Q71UM5,RPS27L,https://www.antibodypedia.com/gene/42798/RPS27L,85,24,28,8,-2,2,3.068450127461325,"['C:cytosolic small ribosomal subunit', 'C:nucleus', 'F:cysteine-type endopeptidase activator activity involved in apoptotic process', 'F:metal ion binding', 'F:RNA binding', 'F:structural constituent of ribosome', 'F:translation activator activity', 'P:activation of cysteine-type endopeptidase activity involved in apoptotic process', 'P:DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator', 'P:intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator', 'P:mitotic G1 DNA damage checkpoint signaling', 'P:positive regulation of translation', 'P:ribosomal small subunit assembly', 'P:translation']"
311,Q75QN2,INTS8,https://www.antibodypedia.com/gene/25892/INTS8,43,17,22,7,0,1,2.4249913488483665,"['C:integrator complex', 'C:nucleoplasm', 'C:nucleus', 'P:regulation of transcription elongation by RNA polymerase II', ""P:snRNA 3'-end processing"", 'P:snRNA processing']"
312,Q76FK4,NOL8,https://www.antibodypedia.com/gene/43737/NOL8,115,21,10,2,-1,0,0.06811471395385726,"['C:chromosome', 'C:nucleolus', 'F:RNA binding', 'P:protein localization to nucleolus', 'P:rRNA processing']"
313,Q76N89,HECW1,https://www.antibodypedia.com/gene/1996/HECW1,48,15,30,1,0,1,1.4808325823693582,"['C:cytoplasm', 'C:cytosol', 'F:ubiquitin protein ligase activity', 'P:negative regulation of canonical Wnt signaling pathway', 'P:protein ubiquitination', 'P:regulation of dendrite morphogenesis', 'P:ubiquitin-dependent protein catabolic process']"
314,Q7LBC6,KDM3B,https://www.antibodypedia.com/gene/14936/KDM3B,357,37,71,5,3,1,3.8450057140908753,"['C:chromatin', 'C:histone deacetylase complex', 'C:nucleoplasm', 'F:antioxidant activity', 'F:chromatin DNA binding', 'F:histone H3K9 demethylase activity', 'F:histone H3K9me/H3K9me2 demethylase activity', 'F:metal ion binding', 'F:transcription coregulator activity', 'P:regulation of transcription by RNA polymerase II']"
315,Q7Z3J3,RGPD4,https://www.antibodypedia.com/gene/81607/RGPD4,0,0,6,2,0,1,1.5809008455300737,"['C:cytoplasm', 'C:nuclear pore', 'P:NLS-bearing protein import into nucleus']"
316,Q7Z3V4,UBE3B,https://www.antibodypedia.com/gene/30872/UBE3B,79,18,43,6,0,-1,-0.2330212255096955,"['F:ubiquitin protein ligase activity', 'P:protein polyubiquitination', 'P:ubiquitin-dependent protein catabolic process']"
317,Q7Z401,DENND4A,https://www.antibodypedia.com/gene/26036/DENND4A,38,15,26,0,2,1,2.1576890073571295,"['C:cytoplasmic vesicle', 'C:cytosol', 'C:nucleus', 'F:DNA binding', 'F:guanyl-nucleotide exchange factor activity', 'P:regulation of DNA-templated transcription', 'P:regulation of Rab protein signal transduction']"
318,Q7Z4L5,TTC21B,https://www.antibodypedia.com/gene/47994/TTC21B,45,8,73,4,1,1,2.3374940333162546,"['C:ciliary tip', 'C:cilium', 'C:cytoplasm', 'C:cytoskeleton', 'C:intraciliary transport particle A', 'F:chromatin binding', 'P:Bergmann glial cell differentiation', 'P:cerebellar Purkinje cell differentiation', 'P:cilium assembly', 'P:forebrain dorsal/ventral pattern formation', 'P:intraciliary retrograde transport', 'P:negative regulation of eating behavior', 'P:positive regulation of canonical Wnt signaling pathway', 'P:positive regulation of gene expression', 'P:protein localization to cilium', 'P:protein localization to non-motile cilium', 'P:regulation of intraciliary retrograde transport', 'P:regulation of smoothened signaling pathway', 'P:regulation of transcription by RNA polymerase II', 'P:smoothened signaling pathway', 'P:ventricular system development']"
319,Q7Z5H3,ARHGAP22,https://www.antibodypedia.com/gene/58456/ARHGAP22,149,25,32,1,0,1,1.6413874699723503,"['C:cytosol', 'C:focal adhesion', 'C:glutamatergic synapse', 'C:nucleus', 'F:GTPase activator activity', 'P:angiogenesis', 'P:cell differentiation', 'P:regulation of postsynapse organization', 'P:regulation of small GTPase mediated signal transduction', 'P:signal transduction']"
320,Q7Z6M4,MTERF4,https://www.antibodypedia.com/gene/34543/MTERF4,59,18,31,3,2,1,2.6601793185914726,"['C:cytosol', 'C:mitochondrial large ribosomal subunit', 'C:mitochondrial matrix', 'C:mitochondrion', 'F:double-stranded DNA binding', 'F:rRNA binding', 'P:camera-type eye development', 'P:heart development', 'P:mitochondrial ribosome assembly', 'P:mitochondrial transcription', 'P:protein targeting to mitochondrion', 'P:regulation of DNA-templated transcription', 'P:rRNA processing']"
321,Q7Z7A1,CNTRL,https://www.antibodypedia.com/gene/30137/CNTRL,34,12,75,2,0,-1,-0.9617751168896409,"['C:centriolar satellite', 'C:centriolar subdistal appendage', 'C:centrosome', 'C:cytosol', 'C:Flemming body', 'C:meiotic spindle pole', 'C:membrane', 'C:microtubule organizing center', 'C:mitotic spindle pole', 'C:perinuclear region of cytoplasm', 'P:aorta development', 'P:cell division', 'P:coronary vasculature development', 'P:kidney development', 'P:ventricular septum development']"
322,Q7Z7L1,SLFN11,https://www.antibodypedia.com/gene/15596/SLFN11,56,16,174,0,2,1,2.066143474836845,"['C:cytosol', 'C:nucleoplasm', 'C:nucleus', 'C:site of DNA damage', 'F:ATP binding', 'F:ATP hydrolysis activity', 'F:DNA binding', 'F:endonuclease activity', 'F:helicase activity', 'F:tRNA binding', 'P:chromatin remodeling', 'P:defense response to virus', 'P:DNA damage response', 'P:immune system process', 'P:negative regulation of DNA replication', 'P:negative regulation of G1/S transition of mitotic cell cycle', 'P:replication fork arrest']"
323,Q86SX6,GLRX5,https://www.antibodypedia.com/gene/47425/GLRX5,139,24,78,3,0,1,1.903118436035769,"['C:dendrite', 'C:iron-sulfur cluster assembly complex', 'C:mitochondrial matrix', 'C:mitochondrion', 'C:neuronal cell body', 'F:2 iron, 2 sulfur cluster binding', 'F:metal ion binding', 'P:[2Fe-2S] cluster assembly', 'P:cell redox homeostasis', 'P:hemopoiesis', 'P:intracellular iron ion homeostasis', 'P:iron-sulfur cluster assembly', 'P:protein maturation by [2Fe-2S] cluster transfer', 'P:protein maturation by [4Fe-4S] cluster transfer']"
324,Q86TB9,PATL1,https://www.antibodypedia.com/gene/49853/PATL1,86,19,34,4,0,1,2.0114347989199715,"['C:cytoplasmic ribonucleoprotein granule', 'C:cytosol', 'C:nuclear speck', 'C:P-body', 'C:PML body', 'F:poly(G) binding', 'F:poly(U) RNA binding', 'F:RNA binding', 'P:deadenylation-dependent decapping of nuclear-transcribed mRNA', 'P:P-body assembly']"
325,Q86TD4,SRL,https://www.antibodypedia.com/gene/55440/SRL,38,12,2142,14,0,0,0.5243381447345596,"['C:sarcoplasmic reticulum lumen', 'C:sarcoplasmic reticulum membrane', 'F:GTP binding']"
326,Q86UF2,CTAGE6,https://www.antibodypedia.com/gene/70774/CTAGE6,50,11,0,0,0,1,1.3508467240720217,"['C:endoplasmic reticulum exit site', 'C:endoplasmic reticulum membrane', 'P:endoplasmic reticulum to Golgi vesicle-mediated transport', 'P:protein secretion', 'P:vesicle cargo loading']"
327,Q86UL8,MAGI2,https://www.antibodypedia.com/gene/2880/MAGI2,261,32,300,4,0,1,2.075960915253561,"['C:bicellular tight junction', 'C:cell-cell junction', 'C:centriole', 'C:centrosome', 'C:ciliary base', 'C:cytoplasm', 'C:dendrite', 'C:late endosome', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'C:photoreceptor inner segment', 'C:photoreceptor outer segment', 'C:plasma membrane', 'C:postsynaptic density', 'C:protein-containing complex', 'C:slit diaphragm', 'C:synapse', 'F:beta-1 adrenergic receptor binding', 'F:phosphatase binding', 'F:signaling receptor complex adaptor activity', 'F:SMAD binding', 'F:type II activin receptor binding', 'P:cellular response to nerve growth factor stimulus', 'P:clathrin-dependent endocytosis', 'P:negative regulation of activin receptor signaling pathway', 'P:negative regulation of cell migration', 'P:negative regulation of cell population proliferation', 'P:negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction', 'P:nerve growth factor signaling pathway', 'P:nervous system development', 'P:planar cell polarity pathway involved in axis elongation', 'P:podocyte development', 'P:positive regulation of neuron projection development', 'P:positive regulation of phosphoprotein phosphatase activity', 'P:positive regulation of receptor internalization', 'P:receptor clustering', 'P:signal transduction', 'P:SMAD protein signal transduction']"
328,Q86US8,SMG6,https://www.antibodypedia.com/gene/50527/SMG6,66,13,117,7,1,1,2.8082443107727877,"['C:chromosome, telomeric region', 'C:cytoplasm', 'C:cytosol', 'C:nucleolus', 'C:nucleus', 'C:telomerase holoenzyme complex', 'F:DNA polymerase binding', 'F:metal ion binding', 'F:ribonucleoprotein complex binding', 'F:RNA binding', 'F:RNA endonuclease activity', 'F:telomerase RNA binding', 'F:telomeric DNA binding', 'P:mRNA export from nucleus', 'P:negative regulation of telomere capping', 'P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', 'P:regulation of dephosphorylation', 'P:regulation of telomerase activity', 'P:regulation of telomere maintenance', 'P:regulation of telomere maintenance via telomerase']"
329,Q86UU1,PHLDB1,https://www.antibodypedia.com/gene/45815/PHLDB1,68,14,50,3,0,1,1.8118966150036575,"['C:basal cortex', 'C:cytosol', 'C:intercellular bridge', 'C:intracellular membrane-bounded organelle', 'C:plasma membrane', 'P:positive regulation of basement membrane assembly involved in embryonic body morphogenesis', 'P:regulation of epithelial to mesenchymal transition', 'P:regulation of gastrulation', 'P:regulation of microtubule cytoskeleton organization']"
330,Q86UV5,USP48,https://www.antibodypedia.com/gene/29995/USP48,197,27,73,6,0,1,2.473160638467437,"['C:cilium', 'C:cytosol', 'C:mitochondrion', 'C:nucleoplasm', 'C:nucleus', 'F:cysteine-type deubiquitinase activity', 'F:cysteine-type endopeptidase activity', 'F:deubiquitinase activity', 'P:proteolysis']"
331,Q86V85,GPR180,https://www.antibodypedia.com/gene/53993/GPR180,178,27,17,0,0,1,1.5425496460229624,"['C:membrane', 'P:G protein-coupled receptor signaling pathway', 'P:response to pheromone']"
332,Q86W92,PPFIBP1,https://www.antibodypedia.com/gene/1098/PPFIBP1,156,28,37,2,0,1,1.806171416983985,"['C:cytosol', 'C:focal adhesion', 'C:plasma membrane', 'C:presynaptic active zone', 'F:cadherin binding', 'P:cell adhesion', 'P:neuromuscular junction development']"
333,Q86WX3,RPS19BP1,https://www.antibodypedia.com/gene/51530/RPS19BP1,130,24,16,1,0,2,2.8944577450430904,"['C:cytosol', 'C:nucleolus', 'C:nucleoplasm', 'C:small-subunit processome', 'F:enzyme binding', 'F:RNA binding', 'P:ribosomal small subunit biogenesis']"
334,Q86WZ6,ZNF227,https://www.antibodypedia.com/gene/17695/ZNF227,150,23,2,0,3,1,2.7807031286768114,"['C:nucleus', 'F:DNA-binding transcription activator activity, RNA polymerase II-specific', 'F:metal ion binding', 'F:RNA polymerase II cis-regulatory region sequence-specific DNA binding', 'P:regulation of transcription by RNA polymerase II']"
335,Q86XI2,NCAPG2,https://www.antibodypedia.com/gene/10695/NCAPG2,137,21,45,14,2,1,4.507776231672231,"['C:condensed nuclear chromosome', 'C:condensin complex', 'C:membrane', 'C:nuclear speck', 'C:nucleoplasm', 'C:nucleus', 'F:bHLH transcription factor binding', 'F:methylated histone binding', 'P:cell division', 'P:chromosome condensation', 'P:erythrocyte differentiation', 'P:inner cell mass cell proliferation', 'P:mitotic sister chromatid segregation', 'P:positive regulation of chromosome condensation', 'P:positive regulation of chromosome segregation', 'P:positive regulation of chromosome separation', 'P:transcription by RNA polymerase II']"
336,Q86Y13,DZIP3,https://www.antibodypedia.com/gene/32388/DZIP3,161,20,17,0,0,1,1.5152515877266362,"['C:cytoplasm', 'F:metal ion binding', 'F:phosphatase binding', 'F:polyubiquitin modification-dependent protein binding', 'F:RNA binding', 'F:ubiquitin protein ligase activity', 'F:ubiquitin-protein transferase activity', 'P:protein polyubiquitination']"
337,Q86Y56,DNAAF5,https://www.antibodypedia.com/gene/10790/DNAAF5,82,17,13,5,0,1,2.1797153189642877,"['C:cytoplasm', 'C:dynein axonemal particle', 'F:dynein intermediate chain binding', 'P:cilium movement', 'P:inner dynein arm assembly', 'P:outer dynein arm assembly']"
338,Q8IUC1,KRTAP11-1,https://www.antibodypedia.com/gene/22495/KRTAP11-1,67,20,9,0,0,-1,-1.1702964754473886,"['C:cytosol', 'C:keratin filament', 'F:structural molecule activity']"
339,Q8IUZ5,PHYKPL,https://www.antibodypedia.com/gene/29429/PHYKPL,146,25,0,0,0,-1,-1.0361161695967307,"['C:mitochondrial matrix', 'F:identical protein binding', 'F:lyase activity', 'F:pyridoxal phosphate binding', 'F:transaminase activity']"
340,Q8IVF4,DNAH10,https://www.antibodypedia.com/gene/52600/DNAH10,13,7,25,2,0,1,1.5863127379071549,"['C:9+2 motile cilium', 'C:axoneme', 'C:dynein complex', 'C:microtubule', 'F:ATP binding', 'F:ATP hydrolysis activity', 'F:dynein intermediate chain binding', 'F:dynein light intermediate chain binding', 'F:minus-end-directed microtubule motor activity', 'P:cilium movement involved in cell motility']"
341,Q8IVT2,MISP,https://www.antibodypedia.com/gene/22380/MISP,115,20,118,1,0,1,1.516800509664527,"['C:actin filament', 'C:cell cortex', 'C:focal adhesion', 'C:intracellular membrane-bounded organelle', 'C:plasma membrane', 'C:spindle pole centrosome', 'F:actin filament binding', 'P:cell division', 'P:cell migration', 'P:establishment of centrosome localization', 'P:establishment of mitotic spindle orientation', 'P:mitotic spindle assembly', 'P:organelle localization', 'P:regulation of protein localization to cell cortex']"
342,Q8IVV7,GID4,https://www.antibodypedia.com/gene/25602/GID4,83,17,28,4,0,1,2.0115005766344005,"['C:ubiquitin ligase complex', 'F:ubiquitin protein ligase activity', 'P:proteasome-mediated ubiquitin-dependent protein catabolic process']"
343,Q8IWA0,WDR75,https://www.antibodypedia.com/gene/52112/WDR75,23,11,7,11,-1,1,2.6118991503969036,"['C:nucleolus', 'C:nucleoplasm', 'C:small-subunit processome', 'F:RNA binding', 'P:positive regulation of rRNA processing', 'P:positive regulation of transcription by RNA polymerase I', 'P:ribosomal small subunit biogenesis', 'P:rRNA processing']"
344,Q8IWR0,ZC3H7A,https://www.antibodypedia.com/gene/24731/ZC3H7A,133,22,3,1,0,1,1.6392967433894734,"['C:nucleus', 'F:metal ion binding', 'F:miRNA binding', 'F:RNA binding', 'P:miRNA processing', 'P:post-transcriptional regulation of gene expression']"
345,Q8IX18,DHX40,https://www.antibodypedia.com/gene/52618/DHX40,28,12,10,4,0,1,1.9378325755640986,"['F:ATP binding', 'F:ATP hydrolysis activity', 'F:helicase activity', 'F:RNA binding', 'F:RNA helicase activity']"
346,Q8IX30,SCUBE3,https://www.antibodypedia.com/gene/29465/SCUBE3,175,26,59,1,0,1,1.6611635719458948,"['C:cell surface', 'C:extracellular space', 'C:plasma membrane', 'F:BMP binding', 'F:BMP receptor binding', 'F:calcium ion binding', 'F:identical protein binding', 'P:positive regulation of BMP signaling pathway', 'P:positive regulation of osteoblast differentiation', 'P:signal transduction']"
347,Q8IY50,SLC35F3,https://www.antibodypedia.com/gene/34691/SLC35F3,43,16,18,0,0,1,1.3249571007674865,"['C:membrane', 'P:thiamine transport']"
